Gene ID	WKY.adrenals_replicate.2	SHR.adrenals_replicate.1	SHR.adrenals_replicate.2	SHR.adrenals_replicate.3	WKY.adrenals_replicate.1	WKY.adrenals_replicate.3
ENSRNOG00000000007	6.830854056	7.006157178	7.25435222	6.918143132	6.928407977	7.421532513
ENSRNOG00000000021	8.435914584	8.471237693	8.634142946	8.272013692	8.605130972	8.47589157
ENSRNOG00000000041	10.03517252	10.00133879	10.00319049	9.900726469	9.954102584	10.01321458
ENSRNOG00000000047	11.21207537	10.92765542	11.12096428	11.13393722	11.00564729	10.91918942
ENSRNOG00000000048	10.35608793	10.32570834	10.45660935	10.40772974	10.68036957	10.39742791
ENSRNOG00000000053	9.177764483	8.956563427	9.309098633	9.12970415	9.116080349	9.300984093
ENSRNOG00000000055	10.30881553	10.48125637	10.31484659	10.41910283	10.33287111	10.44503672
ENSRNOG00000000060	10.47818491	10.53642843	10.52872726	10.46254806	10.32433884	10.66380753
ENSRNOG00000000068	11.27359981	11.13644449	11.04271174	11.13321993	11.69229693	11.44040581
ENSRNOG00000000096	7.267836071	7.329467751	7.279075382	7.457084735	7.732600281	7.290193533
ENSRNOG00000000105	8.767284898	8.950119279	8.804820336	8.831580578	8.672483317	8.906764227
ENSRNOG00000000112	10.16573944	10.16653439	10.21289357	9.834530532	10.3066819	10.12967254
ENSRNOG00000000122	9.75079535	9.733970131	9.700804311	9.746498786	9.786726929	9.741410085
ENSRNOG00000000130	9.32537782	9.652614863	9.596507823	9.481507817	9.602152136	9.647937363
ENSRNOG00000000137	8.595279507	8.446649623	8.602839651	8.539592852	8.738999987	8.807377609
ENSRNOG00000000145	9.02236335	8.998692573	8.945471598	9.022019494	8.701315619	8.972976522
ENSRNOG00000000156	10.99107283	10.95088266	10.91682585	10.73392145	10.7395092	10.93253624
ENSRNOG00000000158	11.71406362	11.54228751	10.47714836	11.78921337	12.35053057	10.98464153
ENSRNOG00000000161	8.533864005	8.575307527	8.59214724	8.596604169	8.595568075	8.351795107
ENSRNOG00000000164	10.84875957	10.66454324	10.59180177	10.84461303	10.81641255	10.3921617
ENSRNOG00000000165	9.811748339	9.747086983	9.441801893	9.607305678	9.704516827	9.679869186
ENSRNOG00000000167	11.69057874	11.42542634	11.4515948	11.28051907	11.94605435	11.36585584
ENSRNOG00000000168	7.14405982	6.879513366	6.849948642	7.045540914	7.749222243	7.053355066
ENSRNOG00000000170	7.939501648	7.754181014	7.816143439	7.89730493	7.844578069	7.918066961
ENSRNOG00000000177	12.41925556	12.53243777	12.55875351	12.32913524	12.65426846	12.41144588
ENSRNOG00000000185	11.56146826	11.3609543	11.47293241	11.50589279	11.61471637	11.51984866
ENSRNOG00000000186	13.11152795	12.367356	12.50410086	12.71230936	12.85069222	12.94702403
ENSRNOG00000000187	12.26520815	12.41019967	12.31760243	12.28418434	12.14909283	12.4464125
ENSRNOG00000000196	9.312080442	9.365579205	9.050601126	9.188101292	9.006593663	9.128874057
ENSRNOG00000000201	9.34576328	9.322159519	9.229358228	9.353140754	8.856935523	9.669771404
ENSRNOG00000000233	8.187410579	8.407571441	8.264573203	8.188125161	8.140524045	8.412269417
ENSRNOG00000000248	12.60648833	12.51787567	12.74274815	12.49392768	13.11998742	12.972964
ENSRNOG00000000279	9.717676123	9.771432638	9.57412087	9.503892588	9.656798633	9.595004814
ENSRNOG00000000308	10.13283874	10.29272183	10.26759465	10.249619	10.10287163	10.3354226
ENSRNOG00000000321	9.191698452	9.057163225	8.820446871	9.330433984	9.540735201	9.45156947
ENSRNOG00000000368	6.858230849	6.863803779	6.783807255	6.808241148	6.891327416	6.836090856
ENSRNOG00000000392	9.130771714	9.224570213	9.204980274	8.957952864	9.309398299	9.163746906
ENSRNOG00000000394	8.551743906	8.192046103	8.452075247	8.481173253	8.538079431	8.643262663
ENSRNOG00000000396	10.33961688	10.4284545	10.30449835	10.19029432	10.57137809	10.33803902
ENSRNOG00000000398	8.991767321	9.348201577	9.024539907	8.917093427	9.306927119	9.410947394
ENSRNOG00000000406	6.94073094	7.118762907	7.164958774	7.053827264	7.028429639	7.201844632
ENSRNOG00000000413	6.786204403	6.82228143	6.577571035	6.801325982	6.831640944	6.810453237
ENSRNOG00000000421	12.42874397	12.47754122	12.36128353	12.4343623	12.13797154	12.55035945
ENSRNOG00000000428	15.47426521	15.47426521	15.47426521	15.47426521	15.47403014	15.47426521
ENSRNOG00000000435	13.07799494	13.19574859	13.17632954	13.09562531	13.07476483	13.08730196
ENSRNOG00000000439	10.63973341	10.65489862	10.73965117	10.72023876	10.53526975	10.50846856
ENSRNOG00000000442	10.22869339	10.09706042	10.15692086	10.23628518	10.04113764	10.1850685
ENSRNOG00000000451	12.08120755	11.69516321	11.8172781	11.63175893	11.96147775	12.12374821
ENSRNOG00000000454	8.441799919	8.445151076	8.270322423	8.55510484	8.529537641	8.406848638
ENSRNOG00000000457	10.82260603	10.42483086	10.29425064	10.15557604	10.52372316	10.55492011
ENSRNOG00000000459	11.59414804	11.53516366	11.51242232	11.38966171	11.68671965	11.22698746
ENSRNOG00000000464	11.07518491	11.12386223	10.93594028	11.04545147	11.07200394	11.33668963
ENSRNOG00000000466	11.01515503	11.0839257	11.15798415	11.1299269	11.29492683	11.09149038
ENSRNOG00000000470	11.61670404	11.52770941	11.60425444	11.63439092	11.49518523	11.43779972
ENSRNOG00000000479	10.73852274	10.49020124	10.35112837	10.40039539	10.74515709	10.66611547
ENSRNOG00000000481	12.1675086	12.05674407	12.13136453	12.13528106	12.23357407	12.12676747
ENSRNOG00000000483	10.39959637	10.56410689	10.43652588	10.4425867	10.09096713	10.48878281
ENSRNOG00000000485	9.656911072	9.653214206	9.744649399	9.501582368	9.784273819	9.776378861
ENSRNOG00000000487	10.48668163	10.67766992	10.79833602	10.83542035	10.52927902	10.44595219
ENSRNOG00000000488	11.32944716	11.5316596	11.23375946	11.09749142	11.1663029	11.3583903
ENSRNOG00000000499	11.59698285	11.52869053	11.37339367	11.4247398	11.45607305	11.40476936
ENSRNOG00000000503	12.33515986	12.27706873	12.29664979	12.43277052	12.68556019	12.62405798
ENSRNOG00000000504	10.2405163	10.07318435	10.00360286	10.03315288	9.998994104	10.12611791
ENSRNOG00000000507	11.01787298	10.91679495	11.06034554	11.13100921	10.80202213	11.04380568
ENSRNOG00000000510	9.85536892	9.767262719	9.861672794	9.87243442	9.633122509	9.908508271
ENSRNOG00000000513	12.88818679	12.74289857	12.86857121	12.8273629	12.33840514	12.85467098
ENSRNOG00000000519	10.42268694	10.62876847	10.50158469	10.26263711	10.56748736	10.39626485
ENSRNOG00000000520	10.26132714	10.13520884	10.07152497	10.1640209	10.08791958	10.4457234
ENSRNOG00000000521	11.60130522	11.74856773	11.96941231	11.81380363	11.67831227	11.67727069
ENSRNOG00000000529	8.601576224	8.444780054	8.51996959	8.592114806	8.643984222	8.518191551
ENSRNOG00000000542	6.93012262	7.144277562	7.106175943	7.003047012	6.756701137	7.080579354
ENSRNOG00000000543	6.162220486	6.192662186	6.268818613	6.027249042	6.079979602	6.095671515
ENSRNOG00000000562	8.729953394	8.616737802	8.58097908	8.697402587	8.738484573	8.925309231
ENSRNOG00000000566	10.35861873	10.32448803	10.33132734	10.36964599	10.42204895	10.33266983
ENSRNOG00000000567	11.58950925	11.55356383	11.54040126	11.54873636	11.44838688	11.53672875
ENSRNOG00000000569	8.93357646	8.840334556	8.823519776	8.789404959	8.790453826	8.842835506
ENSRNOG00000000571	14.34672423	14.29752376	14.28556906	14.24762086	14.39192348	14.21503712
ENSRNOG00000000576	9.064952157	9.311919338	9.230751174	9.264103386	9.61354955	9.489170035
ENSRNOG00000000579	9.602434201	9.230446178	9.059135805	9.320896532	9.565690524	9.33777455
ENSRNOG00000000585	10.90119198	11.19956363	10.90433481	10.92902161	10.8820068	11.02719336
ENSRNOG00000000590	10.84099806	10.99102593	10.90992692	10.86082382	11.08193525	11.09752947
ENSRNOG00000000595	10.77592422	10.36712525	10.46010016	10.50643277	10.66091399	10.62769278
ENSRNOG00000000596	10.42373638	10.26126686	10.420787	10.44079775	10.55712978	10.39353437
ENSRNOG00000000604	10.05017215	9.621025241	9.719890476	9.557800378	9.895762175	9.478187007
ENSRNOG00000000620	7.166778313	7.228023335	7.202147082	7.302401391	7.232195238	7.394870989
ENSRNOG00000000632	9.616786754	9.483924399	9.002444705	9.191513874	9.431403983	9.4115347
ENSRNOG00000000640	8.192914777	8.255531779	8.276564326	8.460423829	8.179684627	8.126591222
ENSRNOG00000000653	9.303923825	9.440550038	9.322753516	9.395015651	9.13662743	9.503472827
ENSRNOG00000000655	10.82338182	10.93467817	10.83030698	10.72317604	10.82827399	10.93340061
ENSRNOG00000000658	9.945013417	9.9273962	9.870998769	9.908571882	9.843852087	9.884237789
ENSRNOG00000000664	11.9361128	11.68872988	11.71566354	11.64077192	11.75284729	11.66185446
ENSRNOG00000000665	11.10796479	11.04887053	11.03106293	10.94882866	11.0570246	11.0822239
ENSRNOG00000000692	10.26883944	10.26747021	10.17310373	10.22641656	10.22830031	10.45937544
ENSRNOG00000000693	11.14134182	11.0407703	11.04579354	11.11167935	10.90101567	11.15449879
ENSRNOG00000000702	11.27963255	11.0070887	10.96394028	10.9059859	11.18768288	10.61722778
ENSRNOG00000000704	10.4648553	10.46062382	10.44699432	10.48149215	10.4962422	10.51528159
ENSRNOG00000000715	6.237056732	6.380466204	6.453869615	6.476117798	6.162502488	6.217139513
ENSRNOG00000000716	6.37692202	6.708499205	6.551806427	6.580790696	6.357192049	6.384238758
ENSRNOG00000000723	14.57513211	14.80533844	14.95280515	14.96874093	14.62313669	14.55338532
ENSRNOG00000000763	11.89563161	11.69942195	11.77830362	11.67202281	11.69161491	11.57215468
ENSRNOG00000000774	12.0412698	12.14184697	12.06927858	12.09345388	11.61825403	12.15788181
ENSRNOG00000000775	10.98877438	11.14222845	10.93896436	10.97357625	10.91134388	11.20708979
ENSRNOG00000000777	9.087733843	8.967059835	9.024046501	8.959344421	9.090897813	9.112396635
ENSRNOG00000000786	9.317809602	9.538327295	9.395146854	9.272331161	9.456748102	9.402656335
ENSRNOG00000000795	9.846714853	10.11384325	9.984243322	9.785368869	9.953002216	9.992682334
ENSRNOG00000000800	10.03136045	10.31730506	10.69573437	10.10874106	10.13674462	9.912304027
ENSRNOG00000000805	11.77401586	11.47751358	11.57574396	11.57580932	11.27468093	11.81987723
ENSRNOG00000000811	6.542953533	6.371002275	6.402839297	6.66073174	6.551796278	6.731523883
ENSRNOG00000000814	6.83644493	6.952603703	6.893625454	7.03903596	6.838234149	6.905139932
ENSRNOG00000000826	10.65921962	10.70470423	10.66099664	10.74070243	10.53939664	10.6722011
ENSRNOG00000000827	10.85135748	10.89436967	10.89606817	10.93304676	10.93594236	11.00740122
ENSRNOG00000000838	9.410345695	9.680907081	9.070489756	9.227293081	9.239899997	9.672475894
ENSRNOG00000000841	11.50289788	11.27878609	11.1865001	11.11468775	11.54565933	11.33844892
ENSRNOG00000000847	12.76533731	12.59800673	12.71406141	12.63826726	12.8449729	12.72007963
ENSRNOG00000000850	10.88755578	11.07441822	10.9285152	10.89344867	11.04529592	11.17496654
ENSRNOG00000000851	12.01523871	11.98207053	11.91074643	12.00827499	11.98515935	12.06311994
ENSRNOG00000000853	8.542457759	8.162891145	8.040745326	8.012453426	8.56315831	8.641668592
ENSRNOG00000000854	9.002323241	9.02286388	9.150543494	9.216644719	9.160515576	8.998527343
ENSRNOG00000000866	10.25322741	10.29972791	10.46679976	10.49147082	10.0740265	10.18044216
ENSRNOG00000000867	10.53629486	10.59488648	10.52708376	10.41765473	10.40759956	10.46123371
ENSRNOG00000000871	8.823121414	8.90468605	8.91871788	8.651055807	8.550221334	8.822469252
ENSRNOG00000000878	10.33587189	10.48131352	10.4119591	10.34625633	10.51125437	10.4971158
ENSRNOG00000000901	9.542902545	9.507134763	9.373218325	9.469955937	9.65651238	9.307144509
ENSRNOG00000000902	10.89217758	10.42339454	10.78023997	11.67974515	10.98600537	11.03789045
ENSRNOG00000000903	11.0530927	11.08513993	11.04189226	10.99122655	10.95678899	11.08871221
ENSRNOG00000000906	9.238793932	8.564291765	8.661541234	8.66173653	9.698696432	9.099227095
ENSRNOG00000000907	10.63820594	10.67346663	10.69907213	10.63748675	10.55402366	10.82488127
ENSRNOG00000000913	8.517608908	8.503982078	8.46625993	8.438112428	8.442543565	8.35046608
ENSRNOG00000000920	10.46121887	10.4694061	10.41278097	10.4613772	10.42778056	10.59529003
ENSRNOG00000000924	10.64925538	10.79031653	11.14032928	10.79500803	10.79225251	10.84057884
ENSRNOG00000000936	7.77388025	7.865768282	7.912798167	7.937489148	7.887719692	7.990669904
ENSRNOG00000000940	10.6333951	10.75871719	10.77187703	10.86702649	10.55314433	10.44710473
ENSRNOG00000000956	9.586209676	9.618288849	9.591640564	9.322792511	9.080838712	9.492510688
ENSRNOG00000000962	9.280455522	9.453252933	9.641711801	9.583001181	9.45936998	9.449300909
ENSRNOG00000000969	7.399816399	7.432592929	7.141550319	7.432324405	7.110714537	7.795247839
ENSRNOG00000000981	15.17862528	15.40927484	15.47426521	15.46485744	15.47403014	15.46314256
ENSRNOG00000000989	11.47553138	11.29387073	11.66054352	11.81923331	11.92929278	11.55349476
ENSRNOG00000000990	12.45537133	12.27606232	12.3147617	12.39347402	12.43674558	12.3462322
ENSRNOG00000000991	11.98629081	11.53795165	11.62290307	11.67060514	11.58735193	11.62145254
ENSRNOG00000000994	8.878016666	8.901624225	8.939648345	8.944565987	8.755273796	8.812955489
ENSRNOG00000001005	10.39274361	10.48899388	10.38927043	10.39961885	10.50952038	10.6153789
ENSRNOG00000001006	13.40383253	13.48485416	13.4388142	13.42350902	13.22981518	13.4423664
ENSRNOG00000001030	12.64726914	12.04635359	12.37764253	13.29667672	12.67516655	12.98717931
ENSRNOG00000001031	8.063550913	8.042025137	8.023412219	8.03006849	7.891391093	7.920666127
ENSRNOG00000001037	9.819315951	9.623324719	9.760253553	9.705861622	9.709201592	9.576743058
ENSRNOG00000001039	10.31682284	10.03304253	10.1348413	9.94393166	10.52014618	10.13352916
ENSRNOG00000001044	10.79596089	10.76554642	10.80269552	10.53131006	10.81414672	10.73148348
ENSRNOG00000001053	11.86846679	11.70068435	11.90727046	11.84517569	12.12821298	12.00829383
ENSRNOG00000001057	9.92999285	9.828415522	10.00887045	10.15973311	9.888409655	10.06825882
ENSRNOG00000001061	11.11349359	11.14517802	11.1556846	10.960143	10.72792324	10.77618484
ENSRNOG00000001065	11.20665553	11.18811751	11.21184821	11.27325319	10.77957823	10.80311666
ENSRNOG00000001068	9.03214858	8.920698231	9.097290825	8.818833514	9.196833137	8.941321763
ENSRNOG00000001080	10.86562397	10.85225037	10.84812107	10.83056704	11.02019556	11.01541034
ENSRNOG00000001092	9.697216734	9.720579797	9.69157505	9.706479679	9.679091066	9.640124079
ENSRNOG00000001111	9.962538373	10.05199567	9.869376959	9.831779162	9.72917882	9.998558679
ENSRNOG00000001120	7.672988032	7.666118409	7.852943023	7.754563051	7.771628801	7.848334334
ENSRNOG00000001128	10.32334108	9.997319313	10.08081586	10.18167535	10.35024806	10.17786403
ENSRNOG00000001129	9.000824551	9.060967678	9.108641045	9.029165471	9.079908635	9.331098864
ENSRNOG00000001130	10.3221097	10.4154645	10.39656525	10.41857086	10.31815368	10.56078036
ENSRNOG00000001136	13.985406	14.03807079	13.78306532	14.189088	13.87879894	13.63383511
ENSRNOG00000001142	9.02706091	9.037726666	9.063836805	8.777763053	9.141811405	9.248753823
ENSRNOG00000001143	10.36404786	10.26082591	10.34957412	10.39883105	10.33671872	10.15530036
ENSRNOG00000001148	15.06174656	15.06329134	15.06328032	15.0631227	15.0910403	15.06324724
ENSRNOG00000001149	10.56482847	10.78901373	10.61523355	10.63265033	10.72921288	10.88249715
ENSRNOG00000001152	9.581288097	9.555412724	9.492712557	9.401657341	9.542459272	9.507087861
ENSRNOG00000001153	9.507398285	9.575516639	9.2234423	9.341028122	9.574350503	9.356451584
ENSRNOG00000001159	10.50032755	10.56702308	10.40841388	10.42737738	10.22430581	10.36263223
ENSRNOG00000001162	9.507396684	9.359076796	9.395863381	9.573998057	9.455424641	9.387386576
ENSRNOG00000001164	11.14525914	11.26235877	11.23198632	11.14277958	11.04103468	11.26178305
ENSRNOG00000001169	10.01974355	9.876035371	9.929483663	10.03216572	10.01272677	10.07767507
ENSRNOG00000001170	14.48101326	14.41310208	14.36803621	14.44048836	14.74153431	14.46358274
ENSRNOG00000001173	10.24767693	10.1535356	10.18977848	10.3169534	10.25700971	10.08878824
ENSRNOG00000001177	11.95656235	11.99400241	12.03733203	11.92531439	11.68134523	11.73102225
ENSRNOG00000001182	10.041492	9.943862358	9.938578981	10.00594724	9.798904063	9.731963967
ENSRNOG00000001183	10.80167746	11.14730012	11.07077061	11.09660231	10.86629918	11.10696174
ENSRNOG00000001201	12.67902941	12.78280975	12.87008811	13.32221177	13.09884948	12.46470866
ENSRNOG00000001214	11.37961595	11.49067138	11.4495533	11.60422223	11.40618011	11.45871753
ENSRNOG00000001222	11.22573812	11.25926926	11.2731247	11.19863594	11.24117191	11.33175517
ENSRNOG00000001223	12.82408388	12.01137542	12.0320453	12.07490776	12.79495897	12.6285569
ENSRNOG00000001225	10.84151878	10.64369176	10.78989594	10.56682382	10.85507752	10.68747808
ENSRNOG00000001227	9.324866622	9.471498655	9.388718542	9.311394841	9.531724409	9.648420749
ENSRNOG00000001232	11.19932037	11.24698749	11.2666913	11.20866797	11.21719489	11.24463236
ENSRNOG00000001235	11.43471632	11.56919483	11.58291581	11.6221613	11.37843811	11.52797064
ENSRNOG00000001237	11.99342713	12.05105635	12.00459834	11.83691851	11.77509099	11.88755918
ENSRNOG00000001239	12.64680702	12.73415881	12.81199222	12.85132254	12.5956413	12.4879733
ENSRNOG00000001243	8.748347225	8.761096869	8.638458603	8.528308843	8.932841668	8.904393122
ENSRNOG00000001251	10.65736953	10.03314084	9.989678414	9.998520576	11.09076765	10.39190973
ENSRNOG00000001253	13.24268324	13.16129408	13.38833995	13.29166203	13.39791172	13.31737329
ENSRNOG00000001269	12.44239709	12.76574535	12.586786	12.4309243	12.60053797	12.38474053
ENSRNOG00000001271	9.314244808	9.229877579	9.235462576	9.230094639	9.32558821	9.147297636
ENSRNOG00000001274	11.44456487	11.42794083	11.65932225	11.58986741	11.68954692	11.50371441
ENSRNOG00000001277	10.97278183	11.05566293	11.03180876	10.85993592	11.05508225	11.00929333
ENSRNOG00000001284	10.99091957	10.9598699	10.91343032	11.09214047	10.79973969	11.07933772
ENSRNOG00000001285	10.61813012	10.68007947	10.79098026	10.76437223	10.72824382	10.29654625
ENSRNOG00000001287	8.942904313	9.065736826	9.036307799	9.186287304	9.045287787	8.93795966
ENSRNOG00000001295	10.34722835	10.36423436	10.09850899	9.989252352	10.85936977	10.49464405
ENSRNOG00000001296	7.662183753	7.495974875	7.564079771	7.675845421	7.474554781	7.507604038
ENSRNOG00000001300	9.837910926	9.894467277	9.882178444	9.843898753	9.977504671	10.02510155
ENSRNOG00000001302	10.40631087	10.50278036	10.53288328	10.52828992	10.10833669	10.30071094
ENSRNOG00000001309	9.129871382	9.091656615	9.058978088	9.169760362	8.871708011	9.125870738
ENSRNOG00000001312	10.67394756	10.7694808	10.8493513	10.56042768	10.50854797	10.7388546
ENSRNOG00000001313	10.47326046	10.37220853	10.2836687	10.3581571	10.264162	10.29566763
ENSRNOG00000001316	12.04533036	11.94224393	12.01762469	12.04493933	12.19093568	11.93516472
ENSRNOG00000001324	8.016455643	8.034569587	8.010828949	8.095988558	8.083668584	6.472840629
ENSRNOG00000001333	8.847249003	8.783744975	8.837928391	8.843464285	8.913301021	9.039070803
ENSRNOG00000001336	11.47875734	11.47421259	11.3793191	11.3226037	11.38865543	11.33326297
ENSRNOG00000001338	8.736884402	8.802920032	8.922295996	8.654454463	9.158815506	9.008057301
ENSRNOG00000001344	13.10717296	13.24682203	13.16361681	13.4173882	13.071904	12.99276512
ENSRNOG00000001347	9.860169721	10.0069838	10.04254376	10.11082954	9.664139671	9.888368521
ENSRNOG00000001348	11.29962803	11.22014575	11.33881302	11.18586684	11.42010519	11.22636767
ENSRNOG00000001349	10.72746004	10.66007946	10.83448889	10.61646051	10.62795042	10.88112898
ENSRNOG00000001367	9.569087054	9.669395642	9.57301953	9.644528568	9.437227262	9.578429958
ENSRNOG00000001368	9.314419284	9.3336705	9.352553882	9.364372479	9.404193468	9.354455874
ENSRNOG00000001369	11.09907852	11.45339675	11.41367096	11.38878903	11.1975631	11.33749075
ENSRNOG00000001388	11.97126596	11.97994557	11.9006185	11.94183658	11.78978005	11.79197051
ENSRNOG00000001389	9.956844152	9.909287904	10.02553059	10.04640898	10.09292821	10.18754752
ENSRNOG00000001402	11.16803328	11.14738101	11.16507729	11.14674515	11.17541099	11.21482403
ENSRNOG00000001409	13.0809974	12.91781683	13.09427805	13.12195665	12.90522047	12.90164177
ENSRNOG00000001412	9.141643695	9.077852827	9.048177982	9.169450184	9.133946896	9.182417077
ENSRNOG00000001414	9.709437472	9.698412791	9.707721487	9.89870756	9.57969489	9.827432592
ENSRNOG00000001415	10.40175996	10.39958017	10.45032583	10.14999075	10.47812677	10.38439998
ENSRNOG00000001416	11.51854896	11.5202896	11.48701125	11.51095456	11.36001858	11.51517996
ENSRNOG00000001417	11.61312976	11.56743264	11.66372484	11.63399642	11.51294511	11.63670557
ENSRNOG00000001420	12.26956205	12.07172617	12.23021226	12.12838243	12.36131288	12.07456694
ENSRNOG00000001422	10.49683717	10.42394272	10.37070659	10.56771714	10.50364457	10.54070144
ENSRNOG00000001424	8.980127163	9.125137077	9.024920722	9.019503212	8.819822671	8.873940913
ENSRNOG00000001425	10.14221175	9.900474462	9.915975913	9.902536801	10.40090839	10.08295907
ENSRNOG00000001429	11.23468298	11.13110637	11.23114804	11.07663943	11.09193023	11.09653154
ENSRNOG00000001434	10.2896166	10.48540805	10.39991913	10.33878393	10.21619153	10.38285568
ENSRNOG00000001436	12.38216843	12.63835442	12.74102174	12.43399641	13.01855074	12.52796191
ENSRNOG00000001440	12.53616077	12.57682182	12.68122029	12.79420452	12.7158043	12.49474107
ENSRNOG00000001441	10.46145235	10.44231099	10.29154327	10.3145324	9.880845455	9.989745338
ENSRNOG00000001442	12.45660552	12.49586778	12.41228758	12.39846782	12.36709736	12.47007468
ENSRNOG00000001448	8.557484005	8.741799172	8.84628557	8.918569642	8.58419312	8.916181309
ENSRNOG00000001449	10.35860189	10.45573239	10.53527946	10.41888792	10.33770317	10.43044519
ENSRNOG00000001454	12.78945643	12.44960781	12.55591513	12.42325069	12.61488208	12.38989134
ENSRNOG00000001455	8.896205742	8.946694763	9.297852556	9.092165037	8.481024636	8.647439276
ENSRNOG00000001456	9.803039167	9.864875304	9.942458419	9.874650318	9.899440998	9.870149837
ENSRNOG00000001469	11.46144021	11.15997743	11.00580353	11.16497368	11.55871089	11.11125102
ENSRNOG00000001470	11.69473792	11.77869367	11.75133734	11.52742279	11.59941657	11.77351325
ENSRNOG00000001478	9.31278736	9.555892353	9.360269555	9.2085524	9.679080526	9.393970681
ENSRNOG00000001488	12.12780247	12.00184788	12.09028231	12.14604228	12.20054207	12.02689535
ENSRNOG00000001489	10.73727584	10.75564062	10.79795104	10.59468641	10.83000976	10.90992633
ENSRNOG00000001490	9.928749179	9.751354365	9.828751472	9.655119844	9.890392421	9.80234814
ENSRNOG00000001492	11.06602958	11.13640344	11.12170097	11.22367099	11.12685124	11.10489015
ENSRNOG00000001494	12.64591417	12.68650827	12.68276613	12.89113539	12.63791114	12.55361245
ENSRNOG00000001499	11.46078239	11.02326888	11.36079573	11.48590789	11.67020385	11.53092242
ENSRNOG00000001500	11.44633593	11.59852609	11.62424619	11.68277193	11.42571521	11.30343547
ENSRNOG00000001516	8.791364539	8.436269939	8.004525908	8.608964494	9.541159806	8.964694448
ENSRNOG00000001517	9.42735011	9.178888382	9.256663286	9.282847069	9.545446329	9.219922734
ENSRNOG00000001527	9.858661611	9.871512885	9.726098608	9.615937426	9.875177896	9.954279969
ENSRNOG00000001528	9.498340802	9.476194998	9.528091393	9.36077008	9.614184485	9.566519777
ENSRNOG00000001548	10.20441895	10.21434224	9.985522031	9.480246157	10.54890211	10.43125741
ENSRNOG00000001551	12.51317578	12.4474767	12.5730037	12.62002628	12.98800078	12.56755271
ENSRNOG00000001555	8.996590767	9.244355183	9.148385657	9.051916165	9.073348673	9.304284292
ENSRNOG00000001575	6.361506928	6.472402232	6.504523872	6.544343173	6.327155063	6.474325511
ENSRNOG00000001577	10.0948933	10.12182262	10.09432124	10.04623751	10.10492354	10.44163086
ENSRNOG00000001597	8.318797832	8.433693491	8.405954244	8.51534233	8.28596884	8.407428511
ENSRNOG00000001611	13.71444885	13.44822544	13.54285769	13.60605374	13.91940445	13.44932945
ENSRNOG00000001622	6.920588725	7.180844817	7.116607454	6.996710641	6.715267865	6.924410932
ENSRNOG00000001628	6.479494721	6.502290917	6.429178342	6.547738782	6.664551513	6.450849664
ENSRNOG00000001642	9.501354625	9.507470468	9.550158178	9.56448731	9.511509895	9.3070466
ENSRNOG00000001658	8.748928138	8.854362051	8.742981075	8.821807183	8.758067256	8.721812489
ENSRNOG00000001662	11.24117784	11.19222722	11.37993781	11.45486577	11.20044408	11.29417143
ENSRNOG00000001679	6.942768429	6.901477232	6.985655149	7.207723746	7.094341386	6.919385101
ENSRNOG00000001682	10.52239939	10.18629275	10.11682161	10.32775592	10.46337377	10.43847417
ENSRNOG00000001704	9.711743725	9.685582336	9.775077979	9.848110876	9.820084585	9.911786831
ENSRNOG00000001706	9.852724461	9.895282236	9.925232572	9.96094804	9.735115263	9.869442518
ENSRNOG00000001709	12.58974265	12.34473951	12.41617807	12.44106497	12.67762415	12.40896855
ENSRNOG00000001717	8.971803643	8.97784178	9.243013777	9.053270244	9.200646903	9.119345858
ENSRNOG00000001719	11.90739538	12.02147881	12.01490435	11.93204446	12.04594744	12.06114939
ENSRNOG00000001720	11.83395549	11.93452909	11.89277069	11.88192195	11.71318967	11.67199907
ENSRNOG00000001733	11.52367252	11.39756865	11.54325151	11.87270309	12.16531035	11.84057944
ENSRNOG00000001736	9.662325081	9.579413941	9.769835388	9.671919189	9.813403212	9.650448182
ENSRNOG00000001747	11.70501886	11.62417613	11.60281913	11.62559287	11.44534635	11.30097378
ENSRNOG00000001750	9.906492171	9.933825576	9.829251745	9.934053505	9.874246349	9.820340281
ENSRNOG00000001762	8.654758652	8.687418102	8.515214262	8.666762033	8.708845562	8.799901629
ENSRNOG00000001766	9.617301352	9.660876713	9.866501718	9.717999173	9.356251399	9.221743494
ENSRNOG00000001769	11.07736879	11.13694926	11.09692644	11.08545605	11.21162698	11.21563356
ENSRNOG00000001770	8.622060554	8.402390204	8.421829869	8.287903322	8.577042152	8.718852937
ENSRNOG00000001777	10.10982395	10.29725882	10.31125097	10.25187592	10.01480541	10.2507884
ENSRNOG00000001783	9.187068328	8.959932118	9.104449811	9.03581519	9.643377024	9.210548838
ENSRNOG00000001786	9.61801169	9.575020288	9.74473059	9.54083627	10.06417703	9.961331947
ENSRNOG00000001789	9.539952964	9.286202233	9.242284334	9.30927694	9.876386442	9.492770092
ENSRNOG00000001794	9.569156828	9.57859697	9.614825813	9.570415567	9.599279194	9.425037245
ENSRNOG00000001796	10.11246767	10.0749795	10.05648757	10.15064257	10.10714977	10.1038012
ENSRNOG00000001813	10.94217802	10.802673	10.63425977	10.80608436	10.74945685	10.78634896
ENSRNOG00000001815	13.18366352	13.4539672	13.42898333	13.5463124	12.77123785	13.05388691
ENSRNOG00000001816	9.645445139	9.382237854	8.970541426	9.253372011	9.532291583	9.420883705
