PG.ProteinAccessions	L1_000101	M1_000106	M1_000127	M1_000139	L1_000142	M1_000142	L1_000236	M1_000236	L1_000316	M1_000316	M1_000366	L2_999004	M2_999006	M2_999007	M2_999008	M2_999009	M2_999014	L2_999017	M2_999017	L2_999090	M2_999090	L2_999092	M2_999092	L2_000255	L2_999015	M2_999015
A0A075B6I0	NA	NA	NA	NA	21037.849609375	50076.625	76128.140625	23632.267578125	3053.8818359375	220718.296875	1809.78576660156	NA	754.884887695313	3374.15112304688	6926.3037109375	NA	4137.580078125	8401.5146484375	10834.7431640625	2398.21875	3328.43481445313	3011.11376953125	4920.17138671875	NA	NA	NA
A0A075B6P5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6S5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46776	17675.068359375	6190.5478515625	52314.171875	8783.8115234375	36035.8203125	58589.0703125	32072.955078125	15236.9169921875	7818.91015625	180135.765625	2399.68359375	57416.40234375	NA	NA	4128.9404296875	NA	6429.6337890625	4997.0185546875	NA	6366.59375	NA	NA	3366.931640625	5729.525390625	3465.46899414063	4552.81494140625
P46778	5437.23486328125	1160.57470703125	23852.357421875	NA	9087.38671875	16436.2734375	10461.48046875	2951.22265625	1906.58654785156	63504.828125	NA	18068.470703125	NA	NA	NA	NA	1503.55847167969	NA	NA	874.941284179688	NA	NA	NA	NA	NA	708.789489746094
P46781	20225.744140625	5515.19873046875	50132.05078125	8656.455078125	29209.59765625	65012.18359375	30637.390625	17958.75	9705.4169921875	167183.34375	776.126953125	55602.94140625	2594.82885742188	NA	2588.0029296875	NA	6483.67724609375	7951.6640625	988.601623535156	5945.234375	1030.96520996094	4203.35400390625	2594.15576171875	5792.48291015625	3952.921875	4863.33154296875
P46940	45865.796875	53583.25	83911.7109375	33784.73046875	46134.66015625	85613.34375	126846.203125	104161.6875	28427.5078125	321521.53125	36772.26953125	244439.21875	6761.4130859375	11098.6328125	12825.802734375	7893.36376953125	15068.12890625	33431.7421875	15385.201171875	15183.96875	11346.306640625	15773.150390625	11940.8388671875	31612.099609375	16055.318359375	29407.20703125
P46976	12224.453125	NA	9952.669921875	NA	10368.44921875	18918.765625	15771.6953125	7208.3427734375	4735.6806640625	24758.279296875	NA	34117.04296875	NA	NA	NA	NA	795.64501953125	6012.2705078125	NA	NA	NA	NA	NA	NA	NA	NA
P47755	8478.1767578125	6563.71533203125	9390.80078125	6866.7470703125	13039.138671875	12915.787109375	8251.8564453125	7951.15283203125	8890.501953125	30573.78125	3997.48120117188	8910.80078125	4830.82275390625	5346.40478515625	5019.50146484375	5765.30712890625	7494.1484375	8818.61328125	3270.42114257813	11648.2470703125	3090.81494140625	4498.51318359375	3866.89208984375	5335.9931640625	7504.81884765625	11720.123046875
P47914	NA	NA	48008.61328125	NA	23647.302734375	45650.86328125	21561.3203125	20345.99609375	NA	182870.796875	NA	49408.140625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48444	3337.87939453125	NA	3651.34106445313	NA	4111.1611328125	3183.16845703125	1625.06140136719	2174.00634765625	1558.37158203125	7737.0478515625	NA	1599.39038085938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48960	4236.8232421875	NA	1526.32250976563	NA	2049.94848632813	1545.71435546875	3360.2451171875	3693.865234375	8874.892578125	NA	NA	4243.18310546875	NA	NA	NA	NA	9012.3408203125	13538.279296875	NA	NA	11069.6015625	3857.4072265625	NA	3508.69970703125	NA	NA
P49189	19492.693359375	NA	15945.380859375	1715.85864257813	15749.185546875	28074.0234375	18387.466796875	5531.65478515625	4090.32763671875	84284.8671875	NA	78512.6171875	NA	NA	NA	NA	4201.26806640625	NA	NA	NA	NA	1189.81896972656	NA	NA	NA	NA
P49207	10590.2333984375	3721.68237304688	24682.025390625	NA	20355.71875	35074.0703125	18367.27734375	1697.8642578125	4759.23583984375	90695.921875	NA	52551.9453125	NA	NA	1567.42736816406	NA	2832.45141601563	3864.03198242188	NA	2336.5869140625	NA	NA	NA	2656.85083007813	1225.55700683594	2960.8837890625
P49411	2791.42456054688	NA	3083.39306640625	NA	4633.14208984375	6047.81201171875	2051.86352539063	2383.54736328125	3664.29711914063	44647.9453125	NA	857.703430175781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49746	4478048.5	1511012.5	10486573	2160962.5	4573482.5	5948045	7202802.5	2644245.75	2268523.25	5297820	542054.25	28866330	1457101	2524288	3663793	2287397.25	1430263.125	3354213.75	1486767.25	2357972.25	2241884.75	1956525	1597157.625	2204420.75	1313302.25	891820.4375
P49747	16983072	3222362.75	34490244	5599434.5	11267033	18204092	20583488	8576141	7383148.5	11165930	3021043.5	119032280	3699515.75	2786967.25	8937267	7813177.5	4770689	14800581	7801097	7567432	9080666	7199103	4049507.5	9109494	4287627	1567242
P49908	12591.4189453125	4007.40795898438	13185.81640625	4900.20166015625	20026.259765625	57076.5859375	43694.91015625	27342.251953125	3456.7177734375	154370.84375	10064.08203125	105799.5234375	2972.17724609375	12227.728515625	12349.826171875	NA	11841.181640625	12552.5546875	24237.798828125	14470.2109375	20279.63671875	9160.8173828125	6736.671875	18012.99609375	7002.576171875	3880.09790039063
P50395	20380.912109375	6999.6923828125	6897.6875	5513.51708984375	17445.5546875	10561.1826171875	8617.9833984375	9234.3720703125	9843.599609375	36069.55078125	8543.349609375	6999.36474609375	5475.392578125	8424.251953125	9281.62109375	5869.15234375	9057.810546875	10441.9052734375	5268.8564453125	9948.490234375	3898.83178710938	5572.19775390625	6729.62255859375	6289.06884765625	7623.0595703125	10199.654296875
P50454	6622.7333984375	6300.2109375	13398.6748046875	2894.65771484375	16904.48828125	50273.8828125	6728.5712890625	5973.8837890625	3968.51049804688	83649.7265625	8114.396484375	4104.9296875	NA	NA	NA	NA	4353.38525390625	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50914	8104.396484375	2895.35302734375	16998.228515625	NA	9665.3857421875	9328.916015625	5946.59521484375	6610.326171875	4552.94140625	13061.1005859375	NA	6471.3828125	NA	NA	NA	NA	2166.947265625	2084.462890625	NA	NA	NA	2368.30590820313	984.842712402344	3573.9482421875	NA	NA
P50990	8079.677734375	3969.65258789063	70930.453125	NA	6377.5791015625	6331.29736328125	5471.83837890625	3393.93359375	6346.29052734375	24067.98828125	NA	13707.880859375	NA	NA	2986.16796875	NA	NA	5120.71875	NA	3839.48022460938	NA	NA	NA	NA	NA	NA
P50991	3154.41967773438	NA	2501.07104492188	NA	3118.99780273438	4355.73583984375	352.318389892578	750.382995605469	923.556274414063	12028.48828125	NA	199.728378295898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50995	9365.33984375	4280.263671875	19386.49609375	10029.8984375	11873.6240234375	18051.41796875	16397.6875	5729.64990234375	6717.26171875	28927.3359375	NA	12892.13671875	1829.28100585938	2886.19262695313	1874.4287109375	3517.57177734375	6171.48291015625	8012.869140625	2925.91088867188	4026.66748046875	999.933044433594	4376.7607421875	1804.82690429688	6052.99560546875	3080.53100585938	2320.67041015625
P51149	11028.087890625	4870.0048828125	14902.95703125	16302.193359375	13381.076171875	34482.03515625	22295.57421875	13329.98046875	11180.91796875	18316.296875	NA	1143.17529296875	NA	8053.830078125	4784.91015625	NA	6279.4306640625	12024.869140625	2531.28833007813	10146.4365234375	NA	11530.3408203125	4406.9873046875	9228.4609375	7218.7412109375	9747.791015625
P51608	5570.607421875	22686.75	6438.83447265625	NA	4563.78759765625	4034.09326171875	4739.25146484375	6190.099609375	10429.671875	72094.578125	NA	68371.71875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51858	12982.3173828125	1480.52770996094	28357.40625	NA	16357.208984375	23035.013671875	16791.490234375	7917.98388671875	4167.76123046875	82199.125	NA	28341.109375	NA	NA	NA	NA	3390.87231445313	4847.44873046875	NA	2899.65234375	676.868469238281	NA	NA	NA	NA	2710.0029296875
P51884	6803020	5500197.5	19405314	4611502	6285560.5	31135854	24626338	5524994	3888445.5	29698204	2537341.25	65311124	2749609.25	2283001.25	3716774.25	3286803	5592729.5	3284341.5	1320618	3371848	2660700	2227778.75	4064688.75	3942763.75	1657167	1347963.375
P51888	167693856	2145817.25	166051648	32505764	42398952	159585760	70263208	5192744.5	6237731	63356692	6880651	682034112	6401954	11861552	2670084.25	30321328	6680740	54618488	32998138	2200467	7453619.5	37017540	30356824	70571168	15681122	2163514
P51991	8347.94140625	1436.70349121094	15253.8291015625	5214.02734375	15778.966796875	18599.650390625	10664.4033203125	4655.3125	2374.14306640625	66974.40625	NA	12299.205078125	NA	NA	1235.71325683594	1125.37780761719	2145.8681640625	2401.30249023438	NA	2269.037109375	1226.49267578125	2207.796875	1126.35913085938	2301.625	1297.34204101563	NA
P52209	9621.0927734375	NA	NA	NA	6610.05712890625	6812.91015625	4008.9765625	2480.65283203125	NA	27210.640625	NA	9008.990234375	NA	NA	NA	NA	NA	2021.37280273438	NA	NA	NA	NA	NA	NA	NA	NA
P52272	47694.453125	9207.1767578125	79114.8125	11589.58984375	61562.23828125	98403.9921875	43621.13671875	38798.8671875	21835.05859375	490893.75	NA	126094.796875	1694.08874511719	3516.6396484375	NA	8606.18359375	16357.677734375	33047.31640625	8895.638671875	14294.3642578125	6950.47998046875	6709.97119140625	12067.5830078125	6526.392578125	13684.8798828125	8342.107421875
P52565	21134.013671875	11551.673828125	47132.5390625	9667.5927734375	44901.46875	48658.05859375	35696.71484375	21493.65234375	14155.8701171875	108656.7109375	17213.892578125	67294.09375	11608.818359375	22635.345703125	7927.458984375	20973.115234375	25198.126953125	20664.8359375	30589.771484375	13685.59375	16728.541015625	21633.345703125	8054.37548828125	12362.142578125	11710.4169921875	18050.111328125
P52566	2357.14428710938	NA	NA	NA	6273.85400390625	1333.94299316406	NA	NA	NA	34136.05078125	NA	3751.40625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52895	NA	NA	9758.8173828125	1210.33642578125	8861.0546875	10016.392578125	1470.32421875	11868.095703125	NA	65554.0703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52907	8754.0673828125	NA	8374.3134765625	NA	16515.912109375	17870.634765625	17401.962890625	8817.5712890625	NA	28732.07421875	NA	12593.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52943	22861.8984375	3496.64697265625	43561.01171875	12002.1171875	37934.01953125	50163.44921875	25999.841796875	18961.560546875	8146.98876953125	162627.453125	NA	35637.5859375	NA	NA	NA	3445.64916992188	3601.2333984375	3501.63720703125	NA	NA	2431.04370117188	5930.3525390625	4626.0849609375	5517.68505859375	6540.568359375	4214.21923828125
P53420	123449.5859375	153439.328125	69320.078125	70967.796875	153758.734375	85236.1171875	69393.5859375	88333.03125	174311.34375	48374	144005.953125	54342.140625	230794.234375	109521.171875	184212.5625	94867.3359375	141245.75	157238.359375	57715.7109375	262233.46875	127997.265625	81423.8046875	162282.8125	156691.53125	210289.046875	197472.3125
P54652	25397.66796875	6539.00634765625	23645.71875	6055.427734375	22404.61328125	23843.0546875	16977.626953125	15474.9794921875	15635.62890625	53606.8671875	6605.9951171875	20021.91015625	5647.3095703125	8544.4365234375	10803.6220703125	6784.95458984375	13127.826171875	12478.818359375	5237.4638671875	16048.5078125	8677.953125	6197.3349609375	13015.466796875	4714.7294921875	13588.404296875	29518.45703125
P54687	4522.8046875	3779.44702148438	6158.666015625	NA	2574.6181640625	3021.3837890625	3710.94409179688	3583.42578125	6042.841796875	6089.93359375	4630.98486328125	NA	NA	6047.314453125	4983.7998046875	7294.025390625	5079.873046875	2930.35205078125	NA	4490.90771484375	5057.587890625	3296.763671875	NA	2410.43383789063	NA	NA
P54727	2710.18676757813	NA	1184.15661621094	NA	1567.44873046875	1215.48413085938	1258.01745605469	1798.63220214844	NA	NA	NA	817.172607421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55001	35197.17578125	7081.73876953125	41527.875	31836.119140625	23886.65234375	27791.03125	20975.3203125	25484.970703125	29005.212890625	44589.60546875	9881.9912109375	25108.046875	27664.3984375	5447.22998046875	7195.4697265625	11800.4248046875	7218.3974609375	20829.140625	27335.208984375	13136.66015625	20460.470703125	27712.330078125	5027.99609375	47477.85546875	17999.1640625	NA
P55058	8443.09375	1832.9833984375	NA	NA	24023.58203125	56494.20703125	56035.8046875	20003.634765625	381.06982421875	57595.4453125	NA	205680.90625	NA	15934.951171875	13360.6201171875	3158.0126953125	5170.76806640625	52417.921875	91113.6328125	7687.51953125	20172.279296875	4449.47119140625	5024.86767578125	18697.482421875	22518.87109375	4904.47900390625
P55072	23876.01953125	1544.94079589844	26550.447265625	16745.197265625	24272.125	33090.12109375	28371.291015625	15776.2353515625	13103.71875	102042.515625	17478.337890625	31984.73828125	NA	16226.52734375	20067.16015625	12165.623046875	13351.921875	9301.056640625	10525.2880859375	16768.099609375	NA	9594.728515625	5626.4228515625	NA	7235.0576171875	11812.859375
P55084	7526.3681640625	NA	13393.9052734375	NA	18053.841796875	31613.080078125	9875.2373046875	7887.98193359375	4563.46044921875	147697.28125	NA	11081.830078125	NA	NA	NA	NA	3944.19091796875	9189.28125	NA	4206.18212890625	NA	NA	NA	NA	NA	8047.111328125
P55107	50195.5703125	14373.7978515625	63172.25	18992.873046875	25266.171875	29581.19140625	105860.8203125	25433.38671875	39036.265625	651.926574707031	2122.69921875	61500.65625	NA	4813.744140625	6306.04248046875	25105.015625	20307.09375	253374.5625	47622.78515625	6876.07470703125	7303.31103515625	16921.78515625	9593.896484375	54026.05859375	4660.5830078125	1814.81176757813
P55209	3875.89770507813	NA	2081.203125	NA	3584.40625	3287.1728515625	2737.830078125	2846.15283203125	NA	7404.49365234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55268	12988.908203125	2357.88696289063	29935.361328125	15694.8193359375	26800.388671875	12387.44140625	5477.1220703125	9452.068359375	13422.716796875	26006.6953125	NA	13272.271484375	12002.328125	4039.12133789063	5644.3134765625	1450.24987792969	5439.482421875	9672.3583984375	NA	9009.73046875	2309.71508789063	7442.3681640625	NA	3215.50659179688	1260.33666992188	1552.89709472656
P55290	53317.26171875	8722.3466796875	11331.8017578125	NA	35923.26171875	14113.41015625	12901.044921875	15545.470703125	10075.1953125	31886.8828125	5416.13134765625	96493.2734375	18661.51953125	9784.44140625	25505.09375	NA	32398.119140625	99121.28125	NA	23796.259765625	NA	5190.2451171875	11585.8505859375	NA	26897.083984375	14616.0068359375
P55786	2840.23876953125	NA	549.17626953125	NA	2429.88525390625	1155.59411621094	1236.29296875	1134.67492675781	2550.89672851563	2315.41967773438	NA	NA	NA	NA	NA	NA	NA	3053.91528320313	NA	NA	NA	NA	NA	NA	NA	NA
P55854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56182	5505.33642578125	25748.666015625	1247994.25	1409308.875	9426.369140625	98166.5390625	296865.21875	4035.20336914063	2925.4619140625	131149.703125	2045475.75	41071.00390625	547168.5	21546296	NA	336598.65625	2811.39599609375	4187.97412109375	878723.75	29351.029296875	1233690.5	1129517.375	69491.953125	1183065	130873.7890625	59840.0390625
P58215	7507.34130859375	29226.525390625	32064.412109375	12612.830078125	8066.759765625	29848.013671875	14150.1865234375	21579.26171875	6794.06103515625	31510.345703125	8323.9501953125	84958.25	1372.77087402344	2196.4189453125	3584.08959960938	4663.39794921875	4767.32568359375	3123.7138671875	1482.79724121094	3228.74243164063	7662.67236328125	7144.25634765625	2273.82836914063	8916.287109375	777.978393554688	410.719818115234
P58499	36651.57421875	33641.28515625	1086011.875	67493.1015625	397145.3125	1141027.875	209796.140625	795940.25	45926.8984375	1080292	127815.9296875	642626	NA	17082.236328125	42955.08984375	15012.302734375	14632.298828125	56778.875	26198.185546875	40635.8359375	22876.36328125	19506.03515625	36072.92578125	17811.7421875	31933.771484375	54894.00390625
P59998	15522.9287109375	8644.9912109375	4582.41064453125	8437.95703125	15177.19921875	11035.197265625	13041.525390625	9973.06640625	11745.6171875	16307.900390625	3595.69165039063	13136.3564453125	NA	6461.32177734375	5578.6318359375	2751.45947265625	7760.716796875	13994.212890625	12500.259765625	8383.91015625	4053.37231445313	3870.71264648438	3463.4677734375	5244.0859375	6988.32275390625	8646.6640625
P60033	9152.208984375	9599.4677734375	9753.1513671875	3558.31982421875	7434.2431640625	5121.41943359375	9644.484375	4694.03515625	10429.2744140625	12518.513671875	9092.8232421875	4854.267578125	6517.8427734375	9962.7060546875	9830.609375	10413.5400390625	9041.677734375	9244.1962890625	NA	18693.466796875	NA	6492.79443359375	NA	17803.93359375	18162.93359375	12350.765625
P60174	123405.0703125	24500.654296875	128700.15625	28870.3515625	131576.84375	173322.21875	116669.96875	72954.3046875	27383.1484375	628027.75	12045.0849609375	243707.09375	7602.89453125	9780.50390625	10881.189453125	20291.0546875	27021.890625	32778.171875	11464.73828125	22589.048828125	13019.337890625	23175.841796875	10321.68359375	36676.46875	16440.814453125	14043.16796875
P60660	32053.92578125	9661.798828125	50515.9765625	11662.544921875	76183.5546875	89674.1171875	25406.189453125	22657.78125	15395.69921875	296069.8125	3619.96044921875	43285.63671875	2320.64868164063	4795.431640625	6803.30078125	NA	5558.935546875	12569.9140625	5078.873046875	11193.771484375	3350.8779296875	6098.46826171875	4099.6318359375	7342.275390625	8238.3046875	13062.0673828125
P60709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60866	12179.296875	3558.62084960938	31670.861328125	NA	18316.568359375	35714.1796875	15763.2158203125	7142.4423828125	4299.8515625	110285.078125	NA	41692.1875	NA	NA	1772.73889160156	NA	3550.02587890625	5497.29345703125	NA	2758.06420898438	NA	NA	NA	1097.30480957031	1687.58093261719	1622.34326171875
P60900	8769.3056640625	1531.58154296875	11551.955078125	NA	9996.0224609375	16374.701171875	12743.8671875	7463.669921875	2242.96728515625	67924.640625	NA	21126.109375	NA	NA	NA	NA	1878.23095703125	2774.33520507813	NA	928.022705078125	NA	NA	NA	NA	NA	2167.67309570313
P60903	22531.90234375	19300.341796875	32086.97265625	21100.884765625	31983.6875	24935.6796875	24739.28125	20615.1484375	44593.75390625	85217.734375	12737.1083984375	39867.2734375	24833.306640625	15286.12890625	11756.296875	11371.1767578125	12577.48828125	15235.5244140625	NA	22373.05859375	NA	19382.625	15278.087890625	3793.98876953125	17280.625	25002.228515625
P60981	24267.173828125	8751.064453125	53531.72265625	35136.6015625	34499.76171875	35669.796875	27528.36328125	25737.4921875	16222.69140625	133808.09375	13964.2421875	24366.408203125	10144.3876953125	16875.228515625	8230.7275390625	22033.21875	15484.2119140625	15633.8408203125	17548.953125	11880.51953125	11631.4501953125	19906.197265625	8943.91796875	23464.115234375	17348.08984375	12954.22265625
P61158	7325.2978515625	NA	4747.1884765625	NA	20587.578125	17181.828125	12992.173828125	6244.3056640625	NA	NA	NA	20489.65234375	NA	NA	NA	NA	NA	NA	NA	1666.31030273438	NA	NA	NA	NA	NA	NA
P61160	9419.2041015625	2943.65649414063	6548.97802734375	NA	22588.59765625	26977.337890625	7962.94921875	3046.67822265625	3455.1982421875	98123.0625	NA	36828.5625	NA	NA	NA	NA	3497.70947265625	NA	NA	3284.33666992188	NA	NA	NA	2148.69873046875	1291.92980957031	3114.74829101563
P61163	14030.4150390625	NA	10637.1943359375	NA	9067.9931640625	7949.26123046875	7780.3447265625	9363.9091796875	NA	29344.943359375	NA	11105.8876953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61313	8563.39453125	NA	17029.80078125	NA	16291.5166015625	27552.9140625	22481.744140625	4232.35791015625	NA	113331.8359375	NA	35431.8046875	NA	NA	NA	NA	NA	436.245910644531	NA	NA	NA	NA	NA	NA	NA	NA
P61353	27215.48046875	5208.33447265625	48796.609375	4956.5126953125	39973.3125	67982.53125	33015.29296875	15826.1884765625	7575.26220703125	214414.484375	1710.64709472656	90241.7265625	NA	1898.61157226563	3720.46142578125	NA	5651.5048828125	6185.0048828125	NA	4616.4580078125	NA	1315.63098144531	4009.04296875	4778.87158203125	3986.39013671875	3675.03173828125
P61586	8736.7412109375	6900.88232421875	19827.89453125	20892.25	6894.5009765625	23113.458984375	20328.375	11105.763671875	9211.0458984375	25556.810546875	6079.357421875	14057.5693359375	1054.03308105469	5628.53466796875	2267.30981445313	4056.85229492188	7528.19873046875	10358.2216796875	4067.84252929688	4063.7197265625	NA	6529.2275390625	2204.24462890625	6309.79736328125	4252.041015625	3624.3271484375
