Gene ID	wild.type.genotype_1	Hunk.knockout_2	Hunk.knockout_3	wild.type.genotype_4	wild.type.genotype_5	Hunk.knockout_6	wild.type.genotype_7	wild.type.genotype_8	Hunk.knockout_9	wild.type.genotype_10	Hunk.knockout_11	Hunk.knockout_12
ENSMUSG00000001053	8.327500569	8.310783391	8.109108899	8.283614563	8.521171419	8.320740232	8.704286851	8.295770385	8.308329131	8.650156403	8.095924049	8.231427933
ENSMUSG00000001054	7.776227952	7.949004647	7.758282954	7.707338605	7.962320818	7.474495545	7.59567852	7.763638166	7.895393304	8.181458567	7.660957604	7.752580711
ENSMUSG00000001056	10.28060672	10.33170923	10.80286559	10.25259114	10.79459023	10.65678937	10.29449098	10.78755908	10.10349387	10.72224041	10.61440949	10.18470054
ENSMUSG00000001062	6.829053546	6.968385101	6.675328819	7.04133112	6.93510967	6.893866117	7.002288946	7.000484358	7.193902602	6.978415001	6.919118851	7.013140479
ENSMUSG00000001065	7.359768422	7.310527315	7.425710176	7.287035252	7.27881054	7.551760437	7.447537959	7.185241134	7.561410934	7.2743256	7.361534137	7.415709197
ENSMUSG00000001082	7.932639663	8.059871815	7.708403139	7.860210769	7.528562123	7.795807556	7.696237061	7.64346701	7.872666598	7.904829045	7.588377047	7.710516465
ENSMUSG00000001089	7.807482015	7.670322281	7.682549645	7.841940977	7.641368355	7.729747446	7.670827362	7.859407998	7.662061922	7.893650658	7.701444852	7.73348969
ENSMUSG00000001095	6.596831813	6.323433692	6.577915452	6.456966515	6.511011972	6.294391152	6.58675602	6.36497434	6.537736999	6.127651314	6.484785867	6.421659992
ENSMUSG00000001098	7.663230297	7.550482105	7.716510138	7.336865644	7.400267216	7.634119144	7.274573508	7.374416145	7.345076182	7.745506149	7.547462099	7.520031066
ENSMUSG00000001100	8.61713392	8.980906107	9.045391709	8.886889574	9.138335677	9.011382799	9.085580665	9.159753542	8.940832269	9.186392016	8.812941338	8.762847643
ENSMUSG00000001103	6.874644309	6.843468276	6.967733556	6.918986626	6.867516526	6.929554779	6.836375504	6.89528438	6.976593568	6.917951097	6.783503671	7.103030985
ENSMUSG00000001105	6.06169957	6.405758575	6.161619191	6.098983232	6.31923282	6.447627182	6.190904667	6.177037649	5.815328012	6.085499588	6.248678143	6.117111004
ENSMUSG00000001119	7.147931041	7.464623324	7.584341269	7.401049424	7.425173642	8.436139869	7.656253328	7.49050317	8.204349348	7.957909857	8.264619954	7.806951987
ENSMUSG00000001120	8.026547016	7.745999035	7.627953483	7.789659982	7.883326258	7.94822245	7.700007476	7.868296548	8.037884567	7.76134166	7.652677477	8.030947091
ENSMUSG00000001123	8.196888427	7.456739859	7.907082805	7.405247535	7.346841988	7.431020724	7.336898832	8.191292966	8.02820294	7.514299036	7.489835144	8.348927132
ENSMUSG00000001127	7.702241698	7.721206143	7.656043209	7.62353019	7.459518827	7.785499677	7.653383064	7.652959016	7.963394559	7.746602726	7.836820812	7.774259722
ENSMUSG00000001128	5.732859423	5.745248545	5.698881651	5.885821443	5.905134053	5.677799847	5.705184207	6.001353754	5.86974684	5.738603642	5.844088045	5.82345685
ENSMUSG00000001131	7.893931069	7.85812148	8.023734555	8.444370472	7.785247889	8.630952099	7.753612343	8.254247287	8.158891165	8.657373117	8.366091816	7.900362784
ENSMUSG00000001138	8.056427396	7.52192533	7.724044041	7.828886695	7.821454636	7.868852189	7.609927082	7.864244711	8.081354445	7.828286824	7.826807347	8.003135462
ENSMUSG00000001150	6.934823011	6.695640339	6.784649217	6.766735229	6.630154154	6.823326446	6.700582864	6.820875988	6.670401101	6.847978549	6.966562461	6.883924308
ENSMUSG00000001155	7.31938175	7.198198158	7.204358915	7.0675356	7.211529842	7.297579463	7.198799493	7.262751791	7.533884639	7.193374845	7.354651499	7.376298766
ENSMUSG00000001156	6.373440429	6.37380759	6.35422778	6.522954288	6.496192384	6.394137526	6.2293906	6.182210148	6.37367838	6.436700174	6.126362134	6.259703145
ENSMUSG00000001157	8.372619305	8.059927908	8.412361182	8.440361105	8.184503618	8.290381632	8.585777476	8.189717383	8.130285953	8.31505644	8.470466966	8.342638253
ENSMUSG00000001158	8.538054971	8.374486896	8.748724887	8.879772019	8.492850397	8.487686296	9.29585936	8.510094998	8.029581527	8.651731064	8.647759534	8.145445246
ENSMUSG00000001166	5.243136712	5.20890548	5.269855095	5.047336283	5.206668685	5.584176203	5.073386097	5.24662488	5.392562461	5.181565792	5.267261127	5.308762203
ENSMUSG00000001168	5.682467447	5.574335769	5.355334043	5.481556376	5.700456897	5.790665074	5.381346328	5.574537057	5.815152287	5.464135429	5.430064277	5.801950378
ENSMUSG00000001175	9.357045649	9.321756146	9.745728658	9.227809708	9.495891372	8.856366852	9.89255452	9.160602097	8.794076961	9.705344603	9.141898905	8.535289419
ENSMUSG00000001211	7.464882365	8.378222362	7.497151783	7.382147963	7.512719723	7.243502071	7.494067689	7.65556092	7.257721679	7.553657488	7.157345378	7.465502677
ENSMUSG00000001225	6.641942327	6.44449994	6.714645641	6.488734164	6.61878593	6.879228248	6.62368639	6.710466291	6.815602891	6.793758435	6.465338475	6.925672005
ENSMUSG00000001227	7.609634062	7.499013356	7.678985261	7.694915148	7.425850924	7.690171699	7.601608969	7.509638622	7.803624764	7.504634528	7.541163783	7.725235116
ENSMUSG00000001228	7.690589176	7.881356052	7.256426693	7.331167896	7.877217001	7.229669337	7.479335387	7.910085797	6.949429271	7.610484686	7.534105869	6.767451778
ENSMUSG00000001240	7.623773992	7.164717771	7.254111791	7.342169336	7.500096784	7.321460225	7.539425226	7.51935804	7.50579084	7.835335954	7.246051293	7.2790488
ENSMUSG00000001247	9.258901631	9.482708199	9.331973199	9.236373393	9.371172493	9.3447436	8.96568689	9.329355841	9.23309272	9.255078678	9.272292614	9.180357466
ENSMUSG00000001248	6.826479595	7.465797369	6.780945881	7.200418058	7.568935239	6.7367149	7.576031884	6.665060971	7.173703222	7.135297573	6.780172416	7.230220977
ENSMUSG00000001249	5.460286253	6.985945634	6.206549531	6.367283557	6.688550623	6.161554021	6.848693068	6.228673863	6.162303183	6.369127008	5.976551753	6.352965792
ENSMUSG00000001260	5.700111328	5.54562126	5.677911481	5.520516713	5.669593033	5.596404775	5.481436151	5.602501096	5.965100122	5.495008224	5.62374319	5.611999872
ENSMUSG00000001280	8.377919704	8.699121149	7.996727489	8.384244062	8.592448667	8.386471387	8.50519821	8.797504951	7.951011309	8.723228855	8.502347703	8.443336946
ENSMUSG00000001281	8.015479906	7.899287307	7.762677387	7.837935473	7.946395779	8.166680531	7.87870144	7.897465492	8.042069151	7.788847006	7.914481704	7.932471347
ENSMUSG00000001285	8.218458126	8.447157816	8.179437427	8.41516262	8.70636517	8.427932157	8.5469107	8.760008884	8.011479248	9.221726871	8.474335938	8.084216138
ENSMUSG00000001288	8.072623105	8.681050714	8.415086662	8.533500604	8.502990596	8.604088759	8.636037787	8.573883815	8.309452198	8.629812081	8.686501089	8.424090496
ENSMUSG00000001289	7.387516185	9.210983708	8.460316105	7.892889594	8.470153191	8.452224429	9.205858102	8.687128982	7.648679072	8.553289964	8.33044134	8.130125583
ENSMUSG00000001300	5.505764343	5.327028469	5.45657976	5.333273858	5.544685119	5.226840926	5.212949232	5.45558506	5.880274272	5.190645623	5.275494609	5.530431452
ENSMUSG00000001305	8.932744652	8.290168891	8.7858391	8.700439311	8.602389963	8.633391342	8.681742164	8.780625885	8.552831704	9.340070705	8.58993057	8.346319687
ENSMUSG00000001323	7.863018204	7.813982958	7.927649379	7.857350385	7.903052492	7.889873512	7.829433647	7.888387907	8.22228759	7.862548541	7.692289731	8.061967908
ENSMUSG00000001333	7.519202707	7.423599267	7.559028049	7.494539222	7.518498459	7.413459731	7.534523652	7.46645527	7.743160988	7.419221037	7.403332731	7.505158961
ENSMUSG00000001348	7.790307215	7.983087558	7.846769026	7.920025363	7.563602791	8.037250317	7.797218434	7.913222292	7.891322467	8.06337942	7.844621244	7.7851238
ENSMUSG00000001349	5.812283815	5.753760163	5.76643139	5.949198823	5.751797432	5.926476355	5.571389054	5.772016572	5.949008478	5.693455084	5.890037903	6.072357267
ENSMUSG00000001366	7.070617119	7.670704011	7.621843881	7.379945009	6.989866167	6.94674559	7.238605497	7.209839956	7.280762145	7.072662164	6.948641482	7.305516235
ENSMUSG00000001376	7.272809973	7.421938366	7.793137011	7.397108294	6.962385707	7.482112363	7.357175903	7.315544524	7.748995923	7.582756042	7.53589213	7.583454447
ENSMUSG00000001380	8.185604723	8.43999959	8.505109797	8.101387897	8.153513662	8.358995291	8.099248113	8.164621534	8.085571123	8.152535904	8.469579041	7.780495855
ENSMUSG00000001383	8.527654044	8.657154357	8.732839886	8.685155065	8.59952224	8.895438504	8.713561153	8.802285794	8.684936233	8.706638867	8.934364046	8.534575112
ENSMUSG00000001403	9.514338547	9.894885447	9.443790423	9.632607456	9.464535469	9.46464945	9.166313125	9.569600699	8.864741465	9.702043238	9.377109684	8.684841311
ENSMUSG00000001415	7.72090068	7.464535987	7.437919381	7.521826594	7.180326162	7.711410212	7.290458646	7.400875371	7.412253604	7.470211175	7.520644596	7.267216579
ENSMUSG00000001416	11.60136363	11.10962093	11.60307978	11.31907559	11.38577354	11.43724708	11.4137456	11.40746071	11.55491562	11.53991474	11.37168313	11.36475908
ENSMUSG00000001418	8.282292923	8.823891081	8.604917275	8.548748005	8.378007449	8.75936549	8.454714724	8.362366945	8.617744698	8.916381664	8.927063985	8.801600628
ENSMUSG00000001419	7.999506527	7.732592995	7.708855267	7.931871125	7.845177954	8.029146686	7.94744195	7.885849499	7.841476519	8.080483376	8.022362215	7.91784779
ENSMUSG00000001420	6.81266416	7.122035779	6.666172306	6.809005026	6.698272195	6.806666001	6.888765691	6.801142634	6.679043504	6.730344277	6.789998741	6.803387555
ENSMUSG00000001424	9.224440732	9.310785358	9.361169746	9.70092221	9.216864671	9.468333561	9.522335513	9.312096287	9.186225522	9.343516905	9.59393872	9.34057985
ENSMUSG00000001435	8.21747291	8.335584987	8.401742145	9.475593692	8.161119976	8.373008149	8.056819801	8.484744226	8.374419493	9.928798941	8.321386529	8.380411211
ENSMUSG00000001436	9.106324521	8.997038524	8.965432124	9.320927878	9.311642291	9.312544634	9.454876177	9.386265917	8.966917292	9.555410299	9.197524516	8.846874731
ENSMUSG00000001440	8.937915444	8.845772632	8.624638783	8.461275098	9.039454309	9.144630652	7.936484458	9.077677665	8.599083356	9.095713613	9.165668822	8.612567757
ENSMUSG00000001441	7.816838692	8.319692335	8.175567596	8.255095819	8.304198741	8.751942371	7.966023222	8.172588716	8.26266787	8.323030453	8.434275962	8.226571173
ENSMUSG00000001444	5.772189593	5.50513535	5.49420932	5.449733289	5.627051841	5.441249444	5.429259512	5.46135725	5.717389603	5.521059545	5.619066092	5.842499887
ENSMUSG00000001445	8.894430678	9.149713165	9.104877996	8.71184959	9.3816837	8.923823279	8.873972055	9.261871857	8.715721056	9.175889452	8.990196592	8.737281893
ENSMUSG00000001467	5.89123643	7.061992407	6.948082427	5.813068631	5.365716396	6.281357561	5.574192535	6.49515767	6.038756158	5.744076479	6.047462483	5.536887062
ENSMUSG00000001472	9.290311944	9.781015377	9.665187281	9.682692815	9.340589314	9.608357843	9.488917899	9.465164963	9.650620689	9.467241521	9.828003672	9.811122142
ENSMUSG00000001473	8.337660883	9.037058207	8.311019031	8.472051583	8.20288117	8.459140226	8.259904528	8.372657882	7.833507864	8.40889436	8.349864461	7.995401351
ENSMUSG00000001482	8.789007484	8.632008103	8.733738419	8.75092143	8.625081877	8.634812596	8.577135343	8.664232064	8.786847165	8.485885523	8.699043949	8.8219578
ENSMUSG00000001493	7.528846411	7.331248605	7.089649614	7.509796975	7.646552744	7.576655787	7.494782409	7.445150851	7.59406473	7.480687351	7.594667486	7.70121599
ENSMUSG00000001494	6.648805564	6.532317942	6.396345305	6.673482605	6.558964197	6.749242854	6.294531977	6.507628658	7.077897845	6.586182804	6.671117889	6.684492597
ENSMUSG00000001496	5.783239794	5.685791269	5.984922524	5.822844246	5.877689429	5.75224474	5.695608949	5.760764417	6.04905191	5.708701294	5.916976676	5.996549617
ENSMUSG00000001497	8.271595146	7.968615334	8.079548777	8.139870954	8.141251597	8.005689845	8.072981664	8.163738238	8.274531695	8.18786939	8.038797598	8.188819963
ENSMUSG00000001504	8.836618331	9.027859264	8.987533949	8.870957992	8.43213807	8.91402875	8.769882223	8.667921561	8.840210031	8.490429597	9.015508802	9.198096706
ENSMUSG00000001506	8.733579412	8.804211985	8.981049158	8.876782304	8.522340047	9.937443837	8.701960972	9.527359927	9.561432152	9.468198699	10.09966881	9.508790277
ENSMUSG00000001507	7.631807351	7.681027276	7.443336067	8.013983154	7.780286212	7.841480264	7.568221219	7.627472824	7.57593403	8.423434377	7.772928418	7.677222876
ENSMUSG00000001508	8.262505298	8.248128011	8.121455108	8.293743498	8.187538827	8.159780905	8.124940858	8.235196244	8.538493165	8.275578915	8.240883445	8.331252075
ENSMUSG00000001510	6.938868509	6.722964148	6.714048843	6.851032879	6.840798672	6.774294247	6.626144991	6.805104909	7.035401318	6.623852992	6.717665372	6.723098108
ENSMUSG00000001517	8.856963046	8.776718029	8.617466378	8.747323376	8.713183521	8.737562466	8.498623464	8.77152787	8.788010226	8.763704077	8.760683073	8.821632102
ENSMUSG00000001518	8.427274504	8.018555815	8.017615555	8.379645358	8.351469066	8.393144753	8.590149477	8.288241062	8.426137926	8.43968071	8.285553028	8.242804852
ENSMUSG00000001521	7.109562777	6.845324163	6.825281733	7.329003656	7.347626376	7.236053196	7.76398276	7.156424834	6.992127789	7.526983266	6.98796329	6.933224681
ENSMUSG00000001525	11.81959832	11.44599775	11.18133877	11.22426213	11.17483158	11.49551565	10.90324728	11.33313625	10.68396521	11.35746947	11.51200663	10.67120371
ENSMUSG00000001542	6.995328294	7.657424572	8.162963625	7.005410491	6.702345045	6.447521291	7.37958305	7.520186222	7.162960953	6.078724866	6.893146343	7.407394458
ENSMUSG00000001552	8.422611386	8.812428587	8.397800146	9.100758599	8.865787924	8.7327131	8.704599043	8.569821907	8.388490872	9.139548836	8.464158472	8.837688264
ENSMUSG00000001555	7.23442723	7.206600782	7.242682406	7.193475793	7.425697689	7.466372783	7.284730883	7.39038091	7.401151017	7.311742665	7.321395384	7.120428067
ENSMUSG00000001558	6.052239495	6.057361003	6.047953168	5.981152062	6.043808637	5.836233328	5.885892278	6.056442872	6.05909498	5.960600943	5.889223323	6.110118418
ENSMUSG00000001566	4.917884838	4.607036331	4.767266241	4.795577826	4.793524883	4.351157615	4.749471372	4.917176307	5.008136536	4.544925192	4.789622701	4.804163928
ENSMUSG00000001576	8.102599342	9.166112771	8.195902767	8.436343564	8.440381668	8.545107035	8.500276188	8.220978237	8.366479991	8.375736859	8.466462677	8.411712759
ENSMUSG00000001583	7.255938153	7.325229687	7.097822298	7.392960251	7.509194379	7.02457962	7.361895306	7.639737989	7.276193307	7.936559218	7.101527262	7.368685167
ENSMUSG00000001604	4.781811264	5.13684596	4.7364815	4.786151847	4.750877984	5.32863919	4.577498876	4.708869384	4.939662132	4.626936315	4.99747124	4.979776587
ENSMUSG00000001622	13.42793389	7.621931344	13.19659779	13.2554894	11.18800439	8.512843931	12.65543643	11.36031659	13.48535873	11.36090964	8.547308321	13.29739261
ENSMUSG00000001627	8.219981692	8.200342659	8.26265905	8.110896725	8.192719423	7.974768089	8.842989195	8.163744458	8.096024153	7.933990907	7.97417798	7.743219781
ENSMUSG00000001632	8.580920677	8.203046849	8.24054688	8.436397431	7.928891936	8.395918171	8.266158999	8.184378501	8.172531821	8.084137958	8.235134599	8.110322656
ENSMUSG00000001655	6.575707268	6.306946414	6.702309039	6.488655587	6.568993478	6.63345335	6.407945409	6.588272433	6.814758541	6.480891151	6.457091917	6.751427456
ENSMUSG00000001657	4.225596734	3.965341239	4.102704455	4.044411545	4.178155122	4.235950226	4.155666322	4.070906007	4.325140033	4.372609274	4.178080687	4.165408264
ENSMUSG00000001661	8.085609241	7.773765639	7.734970561	7.821537366	7.839626023	7.910546834	7.688262141	7.934178477	8.097655152	7.653836692	7.850323678	7.8890446
ENSMUSG00000001663	7.215347486	7.155360917	7.368740328	7.544929741	7.092089862	7.296990761	7.150458798	7.101821539	7.271664707	7.173916206	7.262339288	7.258712178
ENSMUSG00000001665	6.805016977	8.234091635	7.049520442	7.755020847	6.94328661	6.807003729	7.244315949	6.888435296	6.862730529	7.020376117	6.993732365	6.944480511
ENSMUSG00000001670	6.917820874	6.88592427	6.580352816	6.993724681	7.035661133	6.839699357	6.976741081	6.959366915	7.030409639	6.80664876	6.89536979	7.008644406
ENSMUSG00000001672	7.36198907	8.220237799	7.423517304	7.59205042	7.795773761	7.65126381	7.642678443	7.765345548	7.766238071	7.632334206	7.578186239	7.776392167
ENSMUSG00000001674	6.536466122	6.346102757	6.430948431	6.487618765	6.455764081	6.563327245	6.385671703	6.507382972	6.416053147	6.464822329	6.564273416	6.499557765
ENSMUSG00000001687	8.246073115	8.544918641	8.35708895	8.462053765	8.431765224	8.32064717	8.482158603	8.329640161	8.04686916	8.269417971	8.374581392	8.247373077
ENSMUSG00000001700	8.570425718	8.679787882	8.546578478	8.640286994	8.525306576	8.703974008	8.526477152	8.483296059	8.79238235	8.643737182	8.779278227	8.678764681
ENSMUSG00000001707	8.953621835	8.678392264	9.24071835	9.072330273	9.084016246	8.974612349	9.561023695	9.289132862	8.108367452	8.956772918	9.140902092	8.679127711
ENSMUSG00000001729	9.120612089	9.155938219	8.949377245	9.091928891	8.863077241	8.708084948	8.893530022	8.855164167	8.563118874	9.244655898	8.805985241	8.683270428
ENSMUSG00000001739	5.652228516	5.703568928	5.576877794	5.720340787	5.575314817	5.63994733	5.66142911	5.60027387	5.77245559	5.60789526	5.563257044	5.567920487
ENSMUSG00000001741	6.528338643	6.490016443	6.249911256	6.378618498	6.53232152	6.556022106	6.166520322	6.491945619	6.470659031	6.215513811	6.229240283	6.456288643
ENSMUSG00000001750	7.855722664	7.878758191	7.760767854	7.551349118	7.494162342	7.986244147	7.650507959	7.883210448	7.952578159	7.774633187	7.909060458	8.275507714
ENSMUSG00000001751	5.771854323	6.028351265	6.154195537	6.458107839	6.108406005	5.863043196	6.153620416	5.850564515	6.063265973	6.22727961	5.693215426	6.228023323
ENSMUSG00000001755	7.043374363	7.408377097	7.545569184	7.193969022	7.3817615	7.494796118	7.324872937	7.668397748	7.374112135	7.6957256	7.378850438	7.316512003
ENSMUSG00000001763	6.511311372	6.417098237	6.443714327	6.503909254	6.429312041	6.498755755	6.467203388	6.379554592	6.633960678	6.351569975	6.5966298	6.679951223
ENSMUSG00000001767	6.70263688	6.651626057	6.590141373	6.649661462	6.650751287	6.643592049	6.584697327	6.601613473	6.665949084	6.70128492	6.624056067	6.712289548
