Proteinname	B_395	B_401	B_414	B_421	B_439	B_444	B_449	G_12	G_14	G_2	G_39	G_40	G_41	G_42	G_50	G_51	G_52	G_6	G_9	G_92	L_399	L_402	L_403	L_406	L_420	L_431	L_432	L_433	L_434	L_437	L_441
P29279	34536.58103	 	52570.70007	220111.4202	75798.67969	44689.289	3276.336914	30050.6189	5199.087006	113617.3236	57204.26855	105501.1797	117643.5977	225957.4609	90671.9895	938.9750061	64404.33862	313779.725	1139736.625	25670.80927	1923.914673	548.0767822	64892.60938	34121.50781	28906.85632	19568.25681	65973.88477	28594.87131	32948.80109	36403.44922	26704.37012
P29401	102737.0628	 	36551.47339	52360.41406	9009.360352	433712.2578	61857.17383	47778.59082	121264	421925.875	177506.4434	63880.07422	28724.39063	75865.15625	49563.54541	183352	1638009.969	1135316.188	638062.0313	57681.98389	49709.14648	72203.83203	25351.86914	12178.69189	20485.60693	42362.52148	4270.095459	65486.71777	34639.06641	18586.06055	23985.13574
P29622	663093.0537	3739989.25	195114.3579	1281612.393	617678.2188	460553.5353	47073.97852	188100.0293	38007.72786	288875.2705	111204.3881	390912.9375	342135	804723.3438	167914.8848	14026.46338	262087.5439	504134.0652	1604728.563	229706.3584	60970.92773	28197.16602	441818.4063	478442.8125	190951.3408	202267.0781	695118.3125	326863.5566	269066.0313	632999.625	847048.3438
P29966	 	 	 	 	 	 	 	 	 	 	 	6075.925781	 	 	 	 	3651708.859	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P30041	55746.28424	3056631.25	9091.020508	840607.4375	7875.858887	40276.02948	 	18710.73291	1323.703766	436.3787537	12399.82646	50165.95703	6087.962402	23072.69025	20855.24707	49851.85208	55316.66992	 	96459.15234	11550.89514	10833.57983	36.79644775	23735.44922	5339.81958	7315.384399	11080.73114	 	21292.70874	16320.05115	23444.48145	30637.64844
P30043	154409.9006	 	19.63942909	 	 	369089.3125	83.65969849	30403.21136	379.3401794	 	26022.72678	58559.6543	67059.53125	19659.70105	79423.69824	8169.396484	29616.25745	 	1296602.875	19399.54813	667.7652626	14.02388668	42598.58398	63506.78125	1396.812744	13317.25909	2919.798096	17482.44604	26.64668274	44673.02734	33646.58398
P30046	600.899231	 	150.6776733	9046.650391	 	 	286.2987366	 	 	54063.85156	9060.991188	2.423039198	 	 	44899.875	472.2180643	40210.23838	9403.494141	661482.4375	 	 	 	2.021885157	 	 	1.554550171	577.7802734	308.9639282	 	399.5585938	 
P30086	4900173.688	7899384.5	882414.0313	16404639	118697.8594	9758996.813	996256.9375	386758.1094	373397.7839	3239883.544	477491.5625	134337.3086	183648.9063	280286.9063	782358.5313	1251975.094	967203.8047	8803735.313	2013353.188	534366.4219	801144.7813	280357.9688	100237.043	61896.71484	87551.49414	419569.5078	174780.9141	664998.5039	199353.7383	180467.1719	115244.7734
P30101	43912.55599	2424512	71352.99375	747021.9921	242464.1406	340726.9063	1149.579956	151486.5469	10781.81885	315467.3125	212690.2188	191580.9063	234204.3828	197494.7109	365750.306	32286.35718	283521.9326	309928.7188	765835.3125	124240.916	5153.926224	8073.90918	199814.0703	161537.6289	79550.01025	79699.24406	22818.79688	1106.364998	48491.48901	80228.32715	134977.2695
P30530	60300.75146	 	14015.88176	284814.9688	32600.56543	55416.11719	82.93427849	53122.70313	32330.24219	70798.22662	82118.42773	64082.03516	69207.99805	165288.0781	63572.92773	78604.40527	19166.72713	166700.4371	684228.6875	22862.77298	44.4930706	239.0973797	27371.38281	23825.86816	16539.24677	13590.08197	27728.4082	19020.4695	28613.82841	26338.61719	46361.14844
P30740	 	 	1367.452858	 	8392.95166	10489.36816	 	5653.466644	147.4480934	 	9796.259361	22442.16602	7699.51709	18316.83301	7504.213444	222.2536697	18851.72974	 	162332.6563	3181.10094	 	65.61112785	 	5619.834473	2.448294163	194.0067902	 	6.674682617	120.1204453	5231.957031	 
P31153	 	 	 	 	 	 	 	1576.677979	168.3847113	 	3199.856918	21039.61328	 	 	 	2031.242931	10568.02625	 	 	6235.004944	 	2845.062775	 	7152.25	 	1916.118431	 	1276.775513	 	12969.37207	 
P31946	102152.9774	1702713.75	21953.05516	477233.8812	49263.94531	78486.06323	399.7666016	37989.27124	6759.534241	130968.9535	83134.26074	158076.3594	62910.76758	148416.9805	37091.19116	1792.597656	268133.418	487472.5594	1785593.625	25132.27985	193.0124435	77.99397278	61076.46484	61533.16602	12078.21207	30537.70419	52612.0918	35347.83545	30163.88715	53917.77148	75118.73047
P32119	31211.0705	854582.6563	3632.040802	723420.4375	4381.331055	12579.8418	330.0694885	11412.59271	5187.895264	24240.48511	15804.18036	42936.48242	22616.25586	100852.7734	25353.11426	4062.190186	83378.01563	94147.60309	311849.9766	11950.83066	914.5070496	6.872412205	71356.01563	41871.91211	1002.918097	17404.28168	5812.710693	96212.99902	7628.745361	27370.33203	106161.5391
P33121	 	 	 	 	 	 	 	27.25517082	 	 	55.38795471	14863.3252	 	 	 	 	22235.98318	 	 	 	 	30.62494659	 	 	 	 	 	 	35.35941696	 	 
P33151	319545.8542	4746800.031	127886.5625	3867250.5	390841.4531	208354.1389	64311.29688	141403.4531	34352.04883	200440.8848	161120.418	708165.7188	734472	377795.2656	228780.9922	236390.7188	374848.8867	 	113674.0508	155354.1377	116459.7422	38747.1543	272914.5391	242660.4766	139963.1992	117939.3154	742013.125	142104.2344	114746.6992	687625.9375	1065235.25
P33908	58974.44876	261463.125	24185.22562	314405.375	50989.89063	69614.60028	1972.113525	19606.81561	2503.988281	63899.88385	15732.72949	68633.17969	49077.74219	77153.46094	70591.23438	2669.989227	16135.62744	96954.69202	220218.3594	21446.59875	3510.675903	2824.079224	51172.26367	45576.79102	22383.22974	20850.06146	56963.87109	28541.06445	41898.7901	57109.39453	85881.32813
P34096	22915.26855	 	511236.5254	 	153593.6016	 	713958.3635	11110.62921	718979.1541	110301.0273	516128.4014	462535.5781	255084.4082	99134.66406	684457.8691	1216121.425	852288.0078	81134.19482	178898.9141	27187.26981	1300253.344	1232131.719	49611.07227	281329.2266	728508.3594	1032747.129	449635.4219	895161.8213	750227.5391	262720.6172	90556.25781
P34931	377098.0205	9320944.5	67517.69788	4432736.888	127689.8398	427861.9658	4574.644409	49140.37378	6946.948486	205742.5841	99837.23914	173121.4141	117658.5234	238078.6406	143442.0801	862.8734055	82055.94922	358077.3687	527014.1719	30223.14307	7768.778076	4852.587524	139452.3906	95800.46484	43494.67871	65946.41455	148766.8086	41639.26929	79919.16113	189514.9219	69210.92383
P35030	53199.01823	391485.0156	770030.0371	606740.6406	36910.40918	7305157.84	1557452.688	34451.32227	17797.41406	125466.8174	29008.76465	21796.7207	35007.16602	103303.1602	588649.4375	520006.0615	31558.50781	598759.7598	145267.9344	17482.99561	369894.4102	797085.2188	6961.239075	3015.421515	325803.0288	643514.7095	30325.14746	931529.8672	1169270.75	40195.5625	37571.79785
P35237	6531.313477	21598.94141	454.147645	 	 	108140.6879	10.39450073	4067.628967	459.2017212	6659.110321	4672.859871	10598.23926	3707.049072	13800.10156	798.6184196	677.9837646	19607.85657	47332.38144	182857.6094	8518.672012	1209.181328	355.4245377	6461.476746	5075.004883	493.1791687	720.6510773	1343.389648	1397.449883	2967.418678	19682.67969	956.1888428
P35443	2939011.18	21835678	1518283.934	15383822	69679.98633	26462221.44	2876980.375	1058563.32	1656357.593	14094177.62	1698375.805	208567.2031	150511.0625	169546.9063	5298164.719	6429666.25	2169923.805	21132335	460416.0625	1796491.781	4876045.5	2390263.875	65419.32227	37651.32227	838677.0039	1263557.488	69401.13672	2702479.75	851341.7188	95907.83984	58376.11523
P35527	972047.617	8472024.5	49412.18213	5054451.485	97672.48438	577885.1416	6980.914185	13905.56221	11585.50803	1141626.762	125754.397	160445.5977	108394.9678	113053.2441	612744.8516	1460.001648	35124.36426	18211558.83	15069866.06	69062.86719	12596.99976	27911.6626	46102.63281	38310.83301	99352.92859	54160.03516	719460.3203	237923.0459	8926.780533	115514.6211	316124.9922
P35542	196120.9946	 	144514.1787	463982.0049	700093.375	175608.4355	27514.06543	101539.8716	24240.67383	169744.7314	184087.4277	216501.5156	316091.9688	470766.5313	148280.436	13159.38721	190159.1548	344361.0313	193516.25	200842.4014	16825.83154	20648.44824	250077.5781	273370.6406	232874.9307	78738.40576	476937.4531	557543.0039	252201.7441	343831.9844	1008798.125
P35555	397639.6328	87792920	37161.4801	3030679.25	39846.73828	444720.1914	1353.062683	56035.01172	40497.81281	28303.10547	38696.23883	32690.64941	31129.50293	49778.03711	61134.75647	4158.086853	30395.80176	605597.1719	295372.2813	22337.16791	1546.344788	1552.272919	46942.7627	13816.1543	16155.73819	22780.46185	58091.91504	25213.28906	20902.69147	17265.91113	95026.90234
P35579	 	 	 	 	 	 	 	3819.805229	2382.647949	 	 	8499.121094	8304.794922	 	 	1177.146851	10582.21356	 	 	 	 	1290.636658	20614.21289	10142.73657	 	909.7915039	 	1642.14917	 	 	89.60416412
P35754	89545.63281	 	9251.708374	3236.675293	31864.86523	68952.58887	48.45187759	14785.44139	42.16166115	61843.54419	28482.70248	74395.86914	46073.18555	98152.42578	48549.54071	250.4696198	28172.06436	 	348379.9063	19894.77441	50.05526924	34.19338608	87955.22656	19813.19531	14203.73649	12928.09184	48351.67578	17741.63982	18326.07207	29229.42578	58712.75195
P35858	1061162.667	5423346.25	294197.124	3186005.903	1334943.75	879472.4346	66545.10156	157670.6953	146908.0391	496664.3721	149823.1968	381575.7813	322049.5156	1094895.469	49190.68515	12057.10205	107450.0757	1468324.153	1083528.656	527658.6289	58400.93359	41976.01172	613238.4531	183683.4375	417858.959	403480.8301	785938.375	631785.3613	124372.3433	806768.2188	1830949.75
P35908	2744130.003	29752234	86960.9502	13468577.19	294197.5	1521050.263	13755.67969	30430.2002	57211.64685	584424.7344	545503.6484	460228.2031	338445.6211	227965.4375	4118591.344	13048.02588	92975.17969	65291608.14	25605209	203256.3438	36627.92383	50786.90283	98498.11328	118147.4414	210235.0635	83647.49023	1678495.516	777613.7188	16623.83801	274132.3125	504166.7734
P36222	49597.00421	 	87789.79614	552986.5323	166418.3516	118766.4373	4911.321045	49820.58679	112790.443	175124.7635	50082.30835	1656386.563	270248.8203	264372.9531	168538.1244	6258.332764	92143.2348	3262920.26	8750455	21708.63351	5243.26709	2741.402832	291352.4063	168372.7461	195764.9153	89170.13147	125599.7891	66543.41083	203248.2988	164194.8438	213134.5156
P36871	320787.07	7675548.5	29967.2736	3195203.614	87972.00781	303174.4166	2710.946106	26087.51318	3591.089722	364313.0625	57886.34961	168476.793	84854.63281	198794.9141	88074.95471	2361.111866	46464.3418	1850632.625	671394.25	20109.33472	1292.828979	655.5783386	80791.55078	47325.09766	25524.80818	29996.30176	147381.9648	26226.47827	33004.07764	108102.043	82270.0957
P36955	942005.9831	1907781.938	332783.7578	1811168.657	606910.3438	509391.0137	128285.2539	689993.8906	129016.7448	860179.2331	431074.2637	650655.1875	746780.9063	2309652.125	695754.5742	152712.2891	473637.5156	4217198.658	3746721.5	529238.3672	139926.4063	85905.76953	538059.6719	442753.3125	197171.7227	238554.668	975226.5625	317318.3164	381871.7891	656337.0938	506231.25
P36957	282075.555	5862074.5	45736.3625	3156305.703	98695.20703	263473.8256	2934.254395	47944.07184	394.8635139	84210.84973	59154.55444	75332.69531	93955.05078	102491.9102	168911.8062	2060.098846	44755.30762	540158.4125	1465923.375	46516.98438	1722.083771	2486.614471	70161.89844	81998.60547	24334.55591	25948.62598	101614.8594	16706.14429	15498.49152	72011.49414	34007.84961
P36980	103076.8795	2854469.875	66700.30762	731651.8464	322189.1719	546073.2854	17479.88721	235059.9297	80136.69922	409326.4375	273574.6484	447127.7188	196468.8125	794791.3438	292441.6875	153952.9375	200513.5723	729671.9688	862702.5625	175818.1465	94899.66602	63195.75195	536672.1094	381565.2656	220564.4141	184826.9063	502674.3125	472498.125	334772.1328	297308.4063	767786.5938
P37173	95060.85555	11804.49219	56384.38477	1007912.516	40626.36914	395469.3638	307077.9395	534875.1641	393959.0576	424513.8672	639358.6328	32884.33691	39501.85742	114281.8906	88040.94922	64010.79688	148937.5981	424506.7621	312797.3203	35173.8457	760836.252	147103.4473	103449.5176	19725.41797	359068.3223	687276.4753	192420.8555	64994.85352	30443.27051	68644.81055	38991.15234
P37802	57719.3374	308699.6094	9922.17572	496475.0859	3972.966431	30241.41699	1087.00499	7170.540161	39.0460887	16037.78857	3876.589523	15651.9668	4669.956543	27022.48926	21335.59326	324.868042	9227.505264	 	39847.66113	4180.118286	720.7375488	283.5998402	7188.724121	3116.77124	2758.31308	8136.929329	8312.32666	3767.682693	3671.38826	12861.55859	5573.666504
P37837	169526.2861	1811438	12839.21875	750398.5488	62560.24609	155408.0504	189.429512	53229.01605	765.6235657	151673.376	32260.99234	118140.4219	80167.23438	154337.0781	113287.0143	1548.899719	64686.27118	365621.9141	846275.3438	44616.08563	2012.295609	201.0020218	50911.99609	60011.81055	26652.30005	28752.81522	104300.7969	54786.62195	45015.04565	116662.8086	224103.1406
P38646	70496.24719	1529306	29.54650497	591719.3418	9082.132813	39412.49304	10.87136745	8744.612427	3010.949341	5941.322269	2741.980911	8810.147461	8308.836914	1.689955354	17947.30127	475.5711365	213.72258	 	 	1219.572235	381.1783295	33.85393143	 	7882.508789	633.7976894	3453.222076	19984.62891	2706.105133	8.844718933	17708.4082	1580.684387
P39059	37.41700745	 	4.670875549	 	4847.836426	 	14.7718811	2116.819746	17.51065302	29974.77777	2825.494751	71148.49017	2778.387085	20202.92529	10605.51906	103.4324074	1893.783581	 	75349.95313	974.5104675	1032.849231	510.4449883	572984.453	3019.451202	10.6013937	1442.260864	10012.67188	4058.416504	3980.432419	7193.988037	83030.0127
P39060	21361.57129	226134.3125	9680.761475	1130.109009	44909.72656	10813.1759	2068.897705	22778.45099	1321.471771	78589.29913	34055.36902	50590.53711	53984.29102	110068.4453	58689.71399	12810.02283	123603.7114	134794.5254	411533.4688	26639.50098	1610.991943	398.3038101	27902.9502	35441.23047	7790.03363	8156.248627	98815.32813	19697.10449	15319.48567	33176.22461	22218.4834
P39687	 	 	 	 	 	 	 	60687.22852	22475.62786	 	1302.828018	5759.540527	1714.519226	 	85407.22754	98779.58594	4278.701459	 	17368.59375	5905.01416	 	7.890152931	 	800.3717041	180.8377686	 	 	 	183991.8125	1997.680542	 
P40121	6516.701948	 	2734.379692	 	1471.451233	9194.526367	16.72675943	6745.103922	127.9702909	83.41116333	3633.068172	5731.610596	3385.823853	6742.790283	2367.550777	19.80393934	4856.828659	 	10146.30566	2314.964771	62.00748444	45.08127689	7324.360107	5810.794434	2214.402605	4237.376779	1485.794678	1967.792686	4066.973251	5030.390015	4810.286133
P40925	34469.74707	27594834	2741.546505	60550.64775	2740.162109	34001.00391	83124.05469	90212.53711	73106.04688	36890.78271	282296.4023	87753.60156	58323.66016	61586.73047	10076.14807	63299.54004	354614.1641	247948.6328	1188807	33047.00977	736.9137497	82807.58231	13611.86133	11668.90991	1989.085757	5086.873474	8695.003174	7864.876221	21340.93213	96443.25879	14798.32227
P40926	159904.6663	2280260.375	18385.04871	1097066.947	41158.15625	130100.2517	1172.315796	50928.43213	2013.266235	55641.7959	21113.87889	74671.45898	36133.46484	80225.86719	35685.11914	1672.795807	24976.07178	233263.1406	192374.3984	20015.12671	11063.6748	5498.91626	37418.69336	28773.50684	29164.58545	36699.78711	59838.44141	48898.46509	25692.19946	99147.35156	99666.24609
P41222	44515.73177	 	142023.5586	197502.6875	122461.9258	60050.07422	94799.41016	73863.48047	64913.46484	79827.89063	29058.91406	162273.457	61824.62891	176046.2188	45932.60156	55409.79297	761805.8125	164590.6055	223089.6641	61678.40234	78918.74609	65415.78516	154128.625	83671.42188	48073.42773	54238.37305	235685.4219	106446.0195	74945.83203	55507.11133	50899.64844
P43121	39020.23678	 	20365.65033	62244.57422	46278.38477	37912.33521	2344.112915	18327.25488	271004.4633	47079.52124	30952.79199	67258.83398	55826.71094	109284.6719	33049.55487	2387.69519	54090.43677	155817.3907	157125.7813	24915.03357	1116.933289	1515.089233	54631.92969	31926.30566	25964.68042	18214.83221	112408.4648	21451.79532	21592.7403	39336.20703	47272.87891
P43251	101316.7539	153389.3828	26159.39667	158459.4682	39666.93164	43338.57031	3292.975952	25643.98004	2192.00647	50055.03408	17153.4633	32652.95703	31190.23535	126620.9102	37034.07141	893.1212158	18541.77722	40379.97827	76459.03516	22685.61249	1939.715149	931.4356384	56596.49609	35075.15723	23116.50781	16667.32901	59687.46094	16889.08499	17262.55493	36155.1543	40866.72656
P43652	1750680.125	11860267.5	2166194.625	4994258.709	1657480.938	963441.4688	716012.5313	1547171	915977.7917	1769728.063	1006984.375	844983.25	861837.125	1337977.625	934262.125	1178405.5	609042.6094	3212631.063	3297812	994726.5625	498551.4844	1180460.813	1057118.125	1202875.938	1127968.25	1288320.188	1256708.656	1751710.25	2068292.5	967275.4063	1613834
P46926	110.5655136	 	 	 	 	 	 	3263.972565	89.50357533	5881.406738	3134.436703	2194.706543	2852.927856	9452.171387	1101.79129	115.3331814	8883.723022	 	25895.01855	14.9822216	11.54334545	43.25562501	685.755188	7633.714355	5.872544765	1644.678223	 	9.543950081	101.7780228	16862.7998	3359.965332
P46952	 	 	 	 	 	 	 	 	 	 	2679.693851	 	 	 	 	 	4559.651123	 	89454.68359	29.27112389	 	 	 	 	 	 	 	 	 	 	 
P47755	 	 	 	 	 	 	 	3972.101009	 	 	2994.597152	13412.70947	 	6721.684814	40.79563522	23.04824448	10531.91209	 	 	 	 	13.46250486	1369.604858	2456.003418	 	2322.179905	 	2153.884258	17.38857269	4204.397461	3412.021973
P48163	2.360277891	 	57.10803223	 	546.2564697	 	 	37041.4386	73.26039505	39088.21518	2309.133734	8029.649658	4761.865723	89558.54688	6622.345692	50.59064388	180580.3603	 	81105.51563	1636.522583	231.4132538	20.55983734	46.20731354	3711.085205	1669.583067	254.9181824	 	13166.87207	82.12549591	2307.240234	47874.55859
P48637	198073.5964	 	91145.15125	2197053	611300.8125	160789.5768	130247.7598	730517.5386	7360.04248	176030.0375	356353.9531	139200.8047	153836.2344	1133376.5	111366.5669	30840.98145	155907.9707	235425.4375	309656	194285.1011	17952.06104	13871.85059	171096.3984	103374.0664	128666.978	95723.12451	1349764.93	541927.908	1076912.158	161362	479729.9688
P48740	68940.28451	 	43348.45532	209511.6768	124334.1367	101575.752	16725.5459	32395.44238	10903.65039	80280.51172	21202.04004	78854.19922	89142.17578	66090.03125	65773.71582	32776.94922	10566.99722	166955.7468	81267.46094	29958.05945	17747.2041	10539.95947	62871.40234	93816.82031	38929.82813	46344.125	164433.8125	45275.97754	43613.01172	88407.92188	116307.6523
P48745	11058.81445	 	128839.2227	 	41645.22266	84210.9375	12671.68799	9129.320679	1731.071014	 	15356.65991	17021.62793	7816.711426	15668.91919	3882.891296	7252.524048	68718.99463	 	 	6880.157471	6644.16748	2507.55127	15523.38184	9014.080444	8110.684082	3038.951416	16097.2666	7096.827209	17798.43738	 	 
P49327	3183.505595	 	617.6305542	22925.35107	627.7116394	3182.877441	130.9756184	66.98596191	65.83803558	1724.496643	2006.5979	2391.716492	3867.031738	5544.673859	187.962326	4059.593563	26982.71332	39770.08203	33893.20703	396.973999	96.22424316	392.8092957	5601.362237	849.2670288	38.04487085	3113.988585	323.0569458	109.825798	21.83186579	 	214.1506348
P49721	2910.586182	 	 	 	5649.195801	 	1966.160126	145.4619751	869.897522	 	5399.632019	2831.803101	 	7109.385254	 	281.1286049	4251.002563	11450.76465	41333.61719	201.7775459	 	865.9645386	2260.327637	7847.610474	323.3230591	1363.219116	 	10.44922066	564.4702759	400.526886	 
P49746	22604.21875	 	31831.6652	 	55204.75391	49067.32874	2053.722626	16634.84161	13257.54434	42852.82813	33764.51884	42888.40625	48811.11328	129350.8203	24311.58656	316.7488422	8681.147514	 	154452.0156	6356.244629	1395.394972	414.3636169	57597.75586	38967.00781	10745.72699	14705.38666	30133.4502	38051.29535	18170.89905	61596.02734	42708.23828
P49747	3334508.75	35977249	1456453.57	10000676.31	2080425.063	4176218.875	402008.4063	2405017.625	373017.5	8135097.208	1934651.25	17820614.5	7720536.5	6610452.25	6624241.125	635959.3125	1782390.5	17941665.53	43054684	1968610.125	595512.875	464906.7344	2858083.75	1594528.813	1556540.828	1541288.172	2576299.625	1754977.75	1907157.094	4974866.5	2743493.125
P49753	820706.5313	10442929	113715.6503	 	431831.7402	340553.5313	63.08440971	698057.599	12.63514709	867982.6158	5781.706856	473512.7119	66715.75781	1940877.625	49735.222	242.4095154	21777.04416	873928.8125	2438096.375	5752.626587	8740.414063	42.33391571	449275.3867	698704.2207	867545.5887	125066.7684	71563.51563	1238696.5	115559.0248	68066.57813	2213280.633
P49908	430297.7363	4312535.25	112628.4072	2450396.427	275962.9844	121144.9851	14610.25635	87348.37695	93058.79102	97181.82617	28759.43085	36392.60742	96573.62109	182006.7266	57163.04248	31743.72095	66743.50293	497780	743429.3438	56503.62207	9002.707031	78855.26367	120873.1523	93750.47656	117585.4414	133389.9922	285612.4688	141441.6914	42719.25244	187372.6172	318930.4141
P50120	 	 	 	 	 	 	 	9478.337109	 	13669.99077	13424.38885	89522.46094	 	6836.82373	110141.1749	771.5807114	118288.949	 	236315.0156	65208.74854	 	 	2142.910645	 	 	 	41304.46094	226.5745239	 	 	 
P50395	 	 	 	 	 	22706.1178	 	14600.82593	22115.49805	66070.77148	17821.03418	12154.71631	13580.17676	38192.25684	26906.12695	440752.292	59730.20313	133244.6563	100211.6133	14650.77563	 	29882.72806	1703.493164	19736.82031	20365.45292	24021.76483	 	32993.94629	17452.1936	20196.65234	 
P50461	 	 	 	 	164928.3125	 	 	385.4955444	31862.80159	 	 	30565.3457	24897.59857	 	705068.5469	17725.08398	10860.78613	 	 	 	37505.33984	41749.73438	129943.6016	267420.3359	32890.60547	 	76951.69531	96496.53906	230960.1406	95830.38477	 
P51161	 	 	 	 	 	 	 	2512.740387	 	49317.43359	19401.32422	211358.9219	 	48654.82617	48000.45703	7811.333618	26163.66345	 	642335.5313	 	 	 	 	 	 	 	 	 	 	 	 
P51786	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P51884	3334545.833	24871221	2649049.75	12194955.5	3770434	6991138.75	1323392.625	3515829.75	1216943.125	6752134.854	2562363.75	3024121.25	4067966.25	3105442.625	7669314.25	5395213.75	4136972.75	14410965	18172017.5	2729911.375	1606995.75	1234047.375	6173217	4155039.125	2147910.813	1849412.25	6541584.75	5076151	5644697.25	3412267.625	4270136.625
P51888	38049.01149	 	827443.4883	 	18435.05811	13879.07068	46487.48828	40141.47852	1226.34935	51410.71777	16968.66626	33398.76074	16214.69482	78803.125	48093.26172	44793.36035	25142.21875	116191.7272	198743.0625	11139.84399	21965.3125	270475.5996	29618.52734	5928.136963	12428.25439	15533.50977	30358.47559	3493.151672	16608.15918	17220.82666	14349.7124
P52209	 	 	 	 	1309014.625	 	221755.2656	34344.43018	25820.4368	30776.85352	41659.58093	360241.6953	628248.7188	 	87789.375	90224.98016	112498.3047	 	 	 	 	51319.45996	28594.15601	1538930	8413.894531	186814.4648	 	76748.43408	1501782.59	771422.8438	310252.9219
P52565	205943.8516	16547066	52682.60959	5825196.544	166629.9375	188263.5713	8724.94043	76265.47266	241558.9674	311420.0677	94671.12305	161299.125	187852.8516	228931.4844	193093.0781	23641.63574	134839.3672	2334720.043	2518113	72286.5791	8673.529785	12068.40308	110571.7773	115392.0469	37153.83862	41333.91064	272167.5625	67341.09863	84267.13086	157006.8203	207799.1289
P52566	 	 	 	 	 	 	 	23187.48926	44421.09312	27589.96698	27590.10596	59310.93359	29188.00781	71854.78516	10594.13107	32444.15063	39729.38432	248596.0781	226834.3594	15340.86328	 	606.6571512	 	32575.35449	 	 	 	62.49261856	17417.95581	29705.66992	46714.75
P52758	167109.668	7471401.75	98320.52734	4232251.431	125965.2305	139087.2136	2924.025269	67181.46094	75143.62646	373689.7842	208642.1875	163721.7266	204041.4609	227673.9297	323993.9766	39705.80096	167460.6719	2980372.768	2759969.5	45391.92017	5018.529541	20257.4248	116567.3945	84161.07813	12879.91498	54469.63281	266741.0078	84818.15601	131258.793	138813.3906	299761
P52895	596973.0995	3317753.75	265916.6021	3039514.75	947085.25	225301.2507	153.5385742	83495.87917	2545.087876	192394.0321	81209.69194	257962.9688	171501.125	518664.3438	99060.15189	541.187912	106726.9781	972421.9375	995075.7813	143314.4416	96.1855011	56.03124428	357587.5625	499282.2188	408696.9777	155359.5869	608615.4688	378418.727	337750.437	220129.625	568151.9375
P53396	6681.899506	 	5477.009418	 	28297.83252	76835.52344	3736.69043	7747.074829	28837.392	4352.996094	9430.596466	12411.60596	4320.864075	29281.62207	2987.791046	817.8513184	18690.93927	 	 	36277.06909	1247.05014	1229.244385	27617.81299	50036.19434	36724.34766	12282.80493	17291.5144	9140.848824	15658.0423	50899.76074	19851.8623
P53999	213467.3065	5998960.75	18473.28732	2988877.205	65660.88477	241316.7402	68.50042725	41111.45947	2897.470825	90619.4523	38676.07532	62147.24609	74051.16797	77875.78906	60699.95288	213.7447052	42279.25549	787955.9648	1857933.625	36839.26788	627.5127335	43.7230587	47650.05273	39252.6123	11419.25473	18685.34768	60824.35156	23382.77094	 	42288.48828	37531.07031
P54108	 	 	706444.375	 	 	 	 	 	370298.9375	 	 	 	 	 	 	576787.5	 	 	 	 	255019.9688	338130.5781	 	 	132562.4844	341848.4375	 	417649.3438	 	 	7476.255371
P54277	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
P54289	 	 	1837.50877	 	13650.45703	 	1456.28833	24557.02475	2005.923431	26217.05469	14536.0083	 	 	22162.20947	15945.91894	3128.369629	 	 	 	6733.385742	98.16189575	27.2936945	18739.7959	4095.690186	3935.20752	976.2035522	7849.696777	 	19330.83887	7683.800293	 
P54578	616928.7133	288911.5469	86140.95703	168970.0802	21186.91943	248478.9779	17239.84933	28249.13279	1312.962147	29771.59592	135049.416	43952.11426	11042.00488	399111.3633	1018788.666	3910.563171	309862.7273	46119.04047	75103.32617	337790.4659	349.6003876	327.3654947	498894	4452.253784	78871.8689	237210.1246	11240.81982	5010.812141	89276.76242	8001.928223	22881.31982
P54652	33693.78011	613443.6172	26961.76318	204084.2526	19198.96045	30038.83545	16204.1333	19842.55762	5382.387451	42926.48788	17795.05371	20489.44629	25410.29883	42530.14453	32711.71484	14048.31787	16251.00293	27715.94669	73974.3125	17589.92139	11352.8252	8936.458496	26087.73047	20280.63867	11768.97281	13176.59521	24108.68945	12327.01514	10770.92578	18014.95508	38702.82227
P54687	 	 	 	 	 	 	 	2370.59803	730.9179077	 	4070.12681	6494.643799	2553.069824	 	2900.623444	1253.607422	5944.731506	 	61007.08398	2056.73291	 	 	 	 	 	 	 	 	1462.764593	 	 
P55000	 	 	3664.693115	 	 	 	2533.241455	8741.491211	2214.877686	 	749.2428589	19506.45166	450.3135376	25320.13672	15802.77588	4046.016113	42748.38867	 	 	6391.864746	1375.284424	1436.387329	 	 	5248.352295	2344.858398	 	4005.596436	1679.62207	 	3753.826172
P55058	272691.5532	776130.2813	62301.29871	738306.2551	106971.9063	170634.2011	2896.530518	56683.10596	4018.699463	168524.0045	40882.06372	98731.41406	110179.8438	98908.17969	61103.59229	3468.595337	70726.26172	202930.2922	667688.125	31327.047	23117.41113	5745.745361	140390.5742	87042.83594	105155.0527	65428.55322	257247.7031	117810.5735	54112.896	188731.4531	189639.6328
P55285	 	 	2298.543713	 	1565.821777	 	7.593062401	143.7940979	358.8652687	 	 	 	 	11586.56543	 	31.56973457	931.2121248	 	 	 	 	121.9099579	1095.978638	438.4841003	68.17182922	117.3123703	3344.069336	1132.602043	5972.570048	 	298.5743103
