,B1_99015,B2_99015,B3_99015,B1_99090,B2_99090,B3_99090,B1_99092,B2_99092,B3_99092,B1_999006,B2_999006,B3_999006,B1_999004,B2_999004,B3_999004,B1_999008,B2_999008,B3_999008,B1_999009,B2_999009,B3_999009,B1_999007,B2_999007,B3_999007,B1_999017,B2_999017,B3_999017,B1_999014,B2_999014,B3_999014
Q8IUX7,5390.640625,808.4995728,5041.336426,907.7528687,3731.014404,10160.74414,1591.600098,4376.612305,14803.05762,8141.103516,13932.17188,26408.29688,2500.724365,5866.325195,9515.547852,3676.06958,4816.293945,29991.18359,7709.17041,22832.39063,6577.161621,1417.070679,1137.307373,10690.47266,3031.227783,10596.8125,34569.85156,5286.273438,4566.289063,29055.98828
Q8IWN7,2953.118652,85062.73438,15781.81934,5214.007813,28595.38477,948.0810547,13389.14063,4545.716797,NA,62881.85547,27348.93555,NA,51054,NA,NA,176159.3906,11713.99121,NA,18419.19922,NA,698.4721069,29249.125,NA,NA,NA,NA,1271.770264,NA,207712.1406,201.7961578
Q8IVN8,NA,NA,616.9577637,5772.908691,1645.044067,3311.447754,NA,NA,3273.750732,2237.691162,8626.459961,7342.65918,NA,6166.22998,15074.60254,407.7474365,NA,1944.805176,NA,3508.334473,520.4326172,NA,2149.669922,4737.954102,NA,1553.646118,3488.854492,828.8893433,794.0628052,2427.10083
Q8IWY4,NA,NA,159.8104401,NA,741.1773071,797.0641479,1461.014038,1939.484741,1490.692871,389.2108154,762.7095947,1574.8396,NA,470.0214844,946.4294434,192.0209198,633.3035889,556.8148193,NA,803.2032471,228.641983,NA,935.4787598,1125.904663,1356.402344,5992.71875,5746.917969,NA,NA,1859.293213
Q8IWZ6,1.518269539,218.3876801,378.8187561,15.61486721,NA,NA,1466.536621,NA,45.46112442,15.8929472,262.2246094,NA,418.2915649,NA,87.06680298,133.5789185,14836.49512,99.00170898,10494.17285,NA,66.74404144,11385.59277,2611.072998,NA,1482.768677,556.6347046,258.5302124,449.0547485,704.9780273,28.71054459
Q8IZC6,87519.99219,246754.7031,30542.50195,525536.5625,38348.8125,49900.70313,60351.94531,37033.39844,22009.05273,203171.0938,57475.17969,20643.62109,126550.4297,38143.20313,28564.82617,102829.5703,1444245.125,24396.87109,91380.875,152020.9375,94011.19531,193417.5156,148819.0156,32141.51758,2649.202393,19280.76953,4973.788086,137564.0625,37953.73047,18984.74219
Q8N1Y9,7358.095703,53272.79688,13137.45703,54132.83203,22872.82617,1060.684326,19862.41016,33150.96875,NA,36387.94531,17679.0957,6223.519531,126088.9688,26695.12109,NA,327990.625,163372.7813,3810.23291,8013.242676,NA,27674.80273,34888.57422,44343.00781,1092.365356,12603.125,NA,NA,9317.894531,38804.51563,2345.857422
Q8N2S1,13302.76953,12138.83594,1952.123779,28055.81445,28783.60547,13427.2207,4591.585449,29834.61328,18646.75781,4120.702148,3194.764404,8502.314453,18793.39063,12359.18848,14346.85449,22907.48047,46426.11719,30420.27148,77449.625,9775.710938,2749.243164,47585.14063,5458.773438,4350.911133,9491.197266,1495.141357,1622.498779,921.5129395,8442.101563,1493.075439
Q8N441,NA,27562.66602,9894.655273,NA,NA,NA,1040.819214,NA,NA,7386.285645,NA,NA,12425.8457,NA,NA,19550.39258,31744.89063,NA,7314.78125,NA,9087.009766,9483.097656,NA,NA,NA,NA,NA,15360.42871,29219.86523,NA
Q8N474,1583.887817,2492.480713,3716.999268,336.09375,718.4591675,5335.944824,4283.086914,3977.098877,13164.34375,678.7268066,3485.97583,13569.12695,865.2173462,1293.029785,10045.74121,1471.090576,NA,6103.021973,8610.188477,24570.98438,8087.30127,NA,1269.570923,11521.66406,1229.290771,23621.53516,36890.32422,694.805542,2340.787598,16945.15625
Q8NBS9,2414.441406,NA,3806.921631,NA,616.4074097,4457.812012,1203.357788,908.9728394,5230.88916,936.2547607,943.7579956,6906.393066,749.3582764,1458.133301,8734.773438,2284.625732,NA,8554.420898,2658.120361,NA,1410.489868,1302.006226,NA,6147.240723,1441.758545,2357.543945,3109.598633,1598.962769,818.694397,6478.043945
Q8NC51,1849.9104,NA,2570.27832,NA,NA,6066.784668,660.5604858,761.4277344,6750.596191,NA,1135.916748,6438.801758,95.12691498,1463.127563,6559.945801,562.7091675,NA,6704.030273,1196.362183,NA,1424.669067,NA,203.3290405,6305.150879,NA,1754.869629,6634.772461,874.2087402,54.09947968,4690.300293
Q8NEZ4,3659.306641,25913.79297,3366.702637,27754.8457,3752.949707,1462.059937,13445.60547,10087.98535,2089.942139,18201.08789,3051.071533,2602.587646,28311.20313,9004.481445,495.666626,29152.75391,25923.25977,1851.859985,27673.83203,992.7733154,7431.392578,43960.47656,16030.22656,3070.067383,10248.79395,1419.763794,1299.861938,8116.430176,31829.44336,2311.012695
Q8NFW1,5858.490234,32664.5332,9228.987305,32566.74414,6597.506348,1439.617554,16719.11719,15146.7832,2548.848145,11991.41992,5306.946777,4400.040039,33096.35156,9764.073242,5054.827148,57112.30078,48364.76563,4074.069336,7420.401367,5075.546387,15119.44336,20562.61914,9933.047852,3476.730713,9462.228516,5589.845703,11882.98438,7092.451172,62568.08594,3268.404053
Q8NI38,21823.62305,188292.0938,103350.4453,94396.17969,18884.78906,NA,39902.47656,23159.80469,2078.16626,42598.35938,5204.115234,1730.433228,155997.6875,28691.59375,2097.869141,155925.625,35169.11719,NA,80821.04688,19932.50195,66903.05469,35028.27734,41530.74609,NA,73837.57813,18492.63672,NA,3295.880615,257175.625,2926.144287
Q92522,10285.52051,3629.842773,5901.558594,3816.259277,3420.380127,15345.40527,2923.659668,2840.699463,11983.73828,2901.262451,8193.499023,23464.03125,3952.178223,4294.164551,11688.96094,4112.222168,25834.21875,17916.25391,8662.287109,10209.83691,5564.493164,4073.414551,2363.888916,12599.89648,817.4957886,5119.855469,12454.76758,5995.720215,4164.875488,9647.083008
Q92597,1233.755859,125.7063751,2810.436768,NA,913.3098145,7302.456543,NA,NA,6849.864258,765.5402832,1765.620605,11627.26465,265.8083191,1428.049072,6773.943848,2220.317139,5108.875977,13060.85352,4786.328613,8582.723633,4504.761719,2393.177246,1066.433716,6546.173828,1114.380615,7603.983887,17429.83789,3498.644043,366.546936,5616.047852
Q92743,273445.4688,38976.10938,6268.171875,35144.74219,70052.19531,34867.52344,87571.82813,99912.35938,33246.43359,15418.31445,18758.73438,4491.309082,68392.78906,78223.95313,28763.10547,32934.28125,32712.98047,16389.30469,126734.125,177932.0156,17990.87109,36309.17188,50949.58203,23966.82227,404325.6563,172351.625,109212.4219,131946.5313,53721.05469,27967.52148
Q92765,37261.13281,10054.0166,18212.84766,9716.774414,20051.71484,80912.25,24117.41406,34418.97266,143812.3281,11265.75684,63495.3125,129692.1719,8335.146484,33286.22656,83623.20313,16123.75684,42433.26953,171885.1406,61453.125,308210.9375,32792.24609,11769.35547,16717.60742,104057.5313,37254.30469,145464.7813,156600.7188,16316.53613,9437.824219,83601.53906
Q92777,7234.13623,613413.9375,51737.85156,271674,19231.99805,3846.905029,72343.60938,71138.1875,98.35936737,89307.125,23845.2207,17835.63086,214429.2813,35437.48828,1937.547363,369956.3125,206644.5625,6239.036621,56030.24219,11586.76563,70451.88281,50546.60156,115175.7266,5251.992188,46515.14063,14657.64355,2133.133301,53129.02734,710221.25,6756.991699
Q92841,1,NA,494.1665039,NA,NA,1279.148193,NA,NA,1414.163696,NA,NA,1524.138916,NA,NA,741.1080322,NA,NA,1147.143799,NA,NA,201.3392792,NA,NA,960.9864502,NA,NA,456.6033936,NA,NA,825.5220947
Q92945,1381.916992,36781.76563,1230.085571,48390.01953,645.102356,5291.291992,7241.992676,2064.222168,4121.397949,25698.46484,1700.635498,7948.254883,3545.315674,481.0174255,3829.074707,12231.20215,NA,8462.098633,681.5880127,NA,818.0579224,1315.290405,2843.522949,8616.969727,5182.797852,NA,5028.426758,1553.479614,4159.693848,3091.610596
Q92954,74489.32031,7574.351563,5067.801758,5880.634277,24900.77148,20170.5625,10819.78711,4884.937012,19840.09375,3745.647705,8925.698242,5565.197754,7411.312988,8263.40332,13447.72559,9575.331055,18481.11914,25424.23242,16189.49902,32211.10938,8320.745117,16042.6084,14753.33301,22054.18359,58564.91797,39724.89844,23647.35156,19549.55859,2473.304932,17523.33203
Q969G5,6488.127441,1129.500366,9496.727539,1201.675415,1373.040771,19423.61523,1198.137207,2141.106689,27864.10938,1921.724609,8337.978516,30817.58789,1115.346436,2964.768555,24186.61719,2097.114746,7464.505859,77719.92969,3534.033936,18277.2793,7828.276367,2288.251953,1871.207397,54722.84375,673.4060059,8988.807617,27415.07617,1425.901489,1174.375244,34694.83594
Q96A83,9708.436523,49898.80859,2872.46167,25475.70898,4473.253906,2075.140137,11013.01465,7291.720703,374.1726074,11041.33105,2073.760498,951.1488647,27601.01758,4490.126953,961.5715332,26335.37695,62439.41406,NA,3971.18335,7898.637207,2482.970703,5180.504395,4476.473145,2017.876587,14485.24902,1150.398071,919.4834595,4645.088379,46319.49609,1203.583984
Q96CX2,510.3931885,10406.72754,2733.564453,NA,NA,5148.486816,351.407074,NA,4031.757813,NA,NA,7117.749023,NA,NA,10421.28613,NA,NA,5887.19043,18313.36523,NA,863.5166016,11200.70996,253.0269928,5850.626953,NA,938.361145,960.5020142,NA,NA,2734.527588
Q96DU7,14224.71289,54470.41406,28253.75391,38732.4375,22297.00391,6292.937012,14843.53809,22149.22656,NA,35005.28125,12111.77051,10222.21191,15381.35059,20759.72656,5551.36377,66537.72656,20551.54297,13908.90039,8754.088867,6188.495605,13170.69043,12860.42285,9547.005859,NA,5229.297363,4122.375977,14767.63965,11032.68262,56996.08984,18337.41602
Q96JM4,21439.19531,2859.360596,8419.529297,6253.939453,8633.362305,18200.90625,18460.26953,15643.70703,21762.35547,3466.39917,13412.9043,48883.82813,9742.552734,18676.97852,39456.86328,8226.441406,60669.57422,36308.62891,28644.58789,98765.04688,9877.571289,32602.17578,8287.958008,34094.53516,5912.357422,20365.59375,21283.75,21447.15234,7963.72998,24653.04883
Q96LI6,145929.7188,4120.122559,86443.16406,83555.41406,177050.4219,125162.75,125807.0859,85349.84375,37636.30469,13118.07813,20957.10938,44560.82422,99936.66406,152060.5938,167960.3906,103010.1797,302438.3125,381456.25,173452.9219,124531.8438,27802.01563,170457.6094,52379.11328,161240.4375,62002.14063,113565.1172,151154.125,63910.57813,26993.57422,386168.1563
Q96PD5,30499.3125,2498.951904,4655.070801,5596.828125,55652.26563,19004.91016,12619.13867,25692.98242,16622.17969,3159.851563,5388.347168,2394.994629,7350.007813,15335.89746,7509.032715,3366.719482,11327.74121,6029.277832,4016.309082,8180.507324,937.0545654,12197.125,18778.91797,17756.08594,7205.448242,16814.91992,3851.079102,4182.987305,864.5065308,11673.15918
Q96RJ3,NA,67624.17188,3247.091797,12878.16992,NA,NA,NA,8401.661133,NA,2422.957031,NA,NA,20421.23828,2511.456055,NA,25636.58008,96666.58594,NA,1335.663818,NA,17417.07813,5497.589355,14844.97754,NA,9537.225586,NA,NA,9686.006836,154154.5781,NA
Q96RU7,4530.048828,54802.96484,4713.010254,24333.91797,2188.119873,NA,8098.892578,6234.743652,NA,4239.260742,1321.08667,587.7320557,24481.73633,2426.944336,NA,35475.26953,29360.375,NA,2888.459473,NA,5818.896973,5367.54834,8233.835938,NA,4930.978516,1296.701416,NA,4380.037598,53098.41016,464.8900757
Q96S86,44283.85156,9402.335938,7377.261719,1074.973999,14405.79004,44963.75391,2447.683594,5822.616699,43387.74219,12142.69141,73608.75781,35244.52734,5607.791016,38489.10156,56238.00391,4871.824219,16625.64648,53050.94141,19268.01367,84366.45313,12325.41113,1906.814819,9334.228516,38491.80078,2961.894531,21785.43359,24807.25391,7842.083008,8849.701172,38320.96094
Q99497,32752.42578,9646.632813,11281.87012,7325.037598,11476.58398,40371.79688,10105.53516,8519.75,36854.1875,6880.21582,13582.46777,41916.95313,7246.348633,19924,32233.08594,5139.55957,9719.862305,39836.62109,14287.51074,33687.06641,5869.624512,7692.506348,5162.100586,46012.09766,4912.656738,31431.78906,99939.25,11101.64648,4223.880859,31062.50781
Q99523,1035477.438,991392.1875,82556.04688,163900.4531,294432.25,94300.00781,1291662.75,560344.1875,340398.7813,212696.1563,316242.9063,53055.85156,140033.6563,965452.8125,124351.9531,450835.9375,9008059,283066.6875,2966278.5,4885006,246393.8281,192608.125,1349363.25,462137.0625,232061.0469,492267.75,215900.2344,1263549.625,1404806.125,310780.9063
Q99536,4804.84375,2520.253174,11642.47266,NA,2214.537354,25460.64063,1734.484863,NA,27756.26563,859.9324951,4254.476563,43359.59766,982.7103271,1746.874756,38097.32031,710.3331909,17207.21289,65713.51563,1982.001831,9578.316406,7246.433105,NA,940.1337891,32073.80664,959.1444092,10316.30859,27800.42578,1740.706055,3300.842773,21120.39648
Q99623,50501.24219,11308.93164,16112.03125,91791.91406,148302.3906,16988.79883,55140.49609,110469.5391,17334.05859,7114.619629,6938.483398,26559.06641,142024.7813,121243.6797,23928.91602,132173.5,125205.0781,58259.1875,106408.5234,91671.51563,5512.157227,155253.0781,29551.36523,68968.45313,90116.53906,40075.84766,41426.89844,29275.80078,12819.35645,55359.81641
Q99715,30113.89453,17705.06836,44909.92578,13752.30762,33768.22656,48817.54297,24642.94141,21355.44727,20818.18945,1916.98584,18169.2168,43050.32031,9508.149414,40819.60938,63305.73438,17462.61719,30828.6543,72569.96875,37443.40234,50758.44531,34356.60156,29411.24219,27466.65234,100790.9063,14614.61816,73153.00781,115743.7891,28633.93164,31359.98438,168567.5156
Q99969,12125.13379,4341.373047,809.8393555,1357.039429,8075.321289,8650.262695,5311.148438,8896.772461,10202.46484,2910.066406,5868.319824,2483.351807,2700.702148,12445.3418,10276.16309,2776.378174,531.9488525,4079.174316,6967.946777,17238.41406,1490.944092,2890.247559,4522.362793,9208.084961,3068.689941,9199.088867,5814.064941,11800.89746,8649.100586,9093.064453
Q99972,18757.08008,18340.84766,191552.2031,4521.690918,8538.886719,347657.75,14618.49512,8038.458496,379281.4063,13011.03809,34849.50391,214602.2344,3830.283691,8696.480469,390707.125,20598.24023,125772.9922,882056.1875,11348.77539,15549.76758,157407.2656,15793.38965,14230.91113,653234.25,790.6831055,22967.6582,95280.67188,4099.275391,14816.4873,795213.6875
Q99983,10996.97559,4818.558594,1214.719238,975.6923828,22698.41992,8982.789063,3029.85083,17041.77734,7646.46582,4055.101318,11125.33203,5522.950684,NA,7075.65625,4158.597656,2056.043457,NA,1308.817017,7964.859375,27231.82813,246.8825226,738.6607666,5763.594727,2396.000488,2728.456055,5490.86377,1901.841675,2634.306152,3977.92041,2780.165039
Q9BUT1,5343.008789,3946.069336,3822.620605,2329.876465,3082.603027,9338.981445,3153.464844,2117.968018,10231.51953,3067.401855,5580.885742,13413.11914,1540.163208,2311.522949,11209.21484,1700.01416,3280.528564,9549.047852,5080.062012,7767.889648,5152.544922,2208.050781,1997.588989,20367.55469,1874.560425,6492.029297,9404.146484,2750.737305,2675.378906,7137.433105
Q9BX95,13616.93555,1142949.75,126834.7656,655287.375,65118.1875,2456.949707,223664.2813,149835.5156,1620.446167,143686.1563,57917.50781,21905.18164,623895.0625,84525.90625,7361.581055,666773.4375,358683.1875,8012.091797,125523.5313,30075.76172,140030.5313,156998.9844,209339.6875,3758.768555,153489.4531,18945.69727,6638.894531,155584.2031,402685.5625,11475.03516
Q9BXN1,228396.5156,49844.46875,130377.6172,105349.9453,63972.98047,89102.34375,131245.5781,77603.14063,179777.9531,347417.9375,345511.2813,521253.375,184430.375,179313.4375,107941.0156,361628.4688,827318.625,368811.1563,221783.5781,129985.7344,62842.80859,176431.9531,40445.12109,313548.3438,23318.56445,50743.23438,114872.125,212070.9063,44389.64844,110762.5156
Q9BXR6,37421.70703,NA,5506.582031,14199.17773,17096.69531,24852.7207,6175.017578,11207.42676,14533.64941,6200.438965,31232.75977,8618.164063,2949.474365,12558.6543,10854.125,NA,NA,1571.478149,10751.88281,NA,8842.125977,4849.490723,11173.28418,13786.81836,41681.03516,53777.24219,115880.2031,11101.8457,665.7137451,6821.146973
Q9BYJ0,46509.84375,11695.90918,961.581543,385.8007507,12474.99219,5444.480469,1417.753418,21704.38867,15751.39355,1408.469727,648.9771118,3806.746338,NA,25977.24805,17643.77344,782.390625,NA,5363.377441,1373.956665,41430.89453,1482.476563,NA,12711.81738,2961.583984,2041.361328,9865.56543,1693.012695,10823.18164,18307.29297,8689.745117
Q9BZE9,85578.53125,8001.356934,53185.125,5482.669434,60453.80859,415556.3438,61147.69922,97231.50781,731262.0625,93046.19531,328902.0313,888130.5,11789.19336,70903.92188,399814.8125,62990.06641,228917.7344,1430135.125,59718.35547,257603.1563,96666.03906,106189.8516,54809.68359,1042904.25,12853.76855,65860.08594,225266.25,39956.16016,23596.12891,414422.875
Q9GZM7,NA,NA,4021.594238,NA,NA,11432.32715,NA,NA,8495.889648,NA,192.2707977,17301.34961,NA,NA,7910.674805,NA,NA,6134.296387,NA,NA,1975.553467,NA,NA,8397.267578,NA,882.7471924,6859.951172,NA,135.7096252,6440.14502
Q9H1Z8,63540.94531,12609.28809,540.6005249,2450.265869,6045.776367,1932.742188,2827.350342,6158.479004,2375.889648,4012.371826,1186.307373,193.058075,1049.026367,3273.589111,794.4604492,1079.335571,NA,NA,843.9165649,3752.789551,1483.072998,2155.564209,2541.391846,2012.704712,4146.922363,1699.846313,NA,1301.169922,126.6080704,NA
Q9H299,14829.58984,14976.21387,10945.60352,5595.116211,8764.750977,21750.61133,10673.19238,7732.221191,19910.58203,8338.491211,358.5107727,24874.31445,7187.998047,18137.9707,15235.12305,11321.51172,17475.25977,29316.04492,13941.20801,29728.33789,6566.040039,10947.37012,12247.42969,33766.92578,7999.483887,12392.60059,19390.45117,5708.660645,10631.64258,20955.43555
Q9H3U7,1643.22998,594.9001465,97.21080017,968.6229248,2734.460938,238.4471588,4063.923828,3660.181641,1910.029297,NA,439.1956482,NA,208.4244537,7338.112305,1514.15332,NA,NA,NA,6703.84668,12479.42676,825.7886963,NA,1250.912842,5173.700195,9906.385742,20998.00977,7578.37207,3353.708984,3700.208984,2896.688721
Q9H444,6251.686523,NA,1448.644409,NA,NA,6462.313965,NA,NA,4026.034668,1885.683228,3247.181641,3345.757813,204.2319183,1762.582764,5210.88916,437.4137878,3709.254395,5334.490723,1848.789429,5514.733398,2353.247559,1726.609619,650.3442993,7557.765137,6023.849609,3712.246582,5123.086426,894.4909668,535.4858398,3828.842773
Q9H4F8,7071.711914,1223.239746,4574.937012,549.3470459,1113.979614,2817.953857,5105.599121,6399.145508,14694.88477,3238.175293,7628.447266,17115.33008,1413.650146,1922.658203,4614.311035,1878.738037,5596.288086,7015.747559,26806.5293,25580.29883,6014.797852,4516.92334,1707.988525,9923.966797,49787.13672,42258.78906,26878.67969,3623.19043,1297.8479,18631.42969
Q9H4G4,NA,NA,4195.591309,NA,NA,7962.694336,NA,NA,6518.19043,NA,NA,15519.54688,NA,NA,11294.57617,NA,NA,11804.37109,NA,NA,1982.732422,NA,128.230896,13441.08008,NA,2457.325684,5546.125977,NA,NA,9364.672852
Q9HC38,2081.275391,1421.57019,2610.007324,948.2885742,622.0311279,2239.685059,2210.912842,3359.025879,4433.36084,1014.199829,1232.478516,3806.422363,1340.80957,2364.147705,5731.857422,NA,NA,1847.018188,NA,NA,2376.841797,1104.154541,1491.419922,3787.725586,NA,1116.320435,2170.803223,783.8317871,2762.860107,1772.505127
Q9NQ79,126382.6328,12071.87012,15004.31055,16918.36328,80464.57031,43407.18359,33526.76563,50318.66797,56640.00391,18985.0332,39231.13281,36551.91797,16928.09961,40630.38281,37515.67578,18999.27344,20677.77344,68408.3125,50440.375,156347.5781,13279.49023,27007.10156,35309.46094,49106.41797,60491.76172,126758.1875,91052.45313,28202.19922,10060.6543,50310.06641
Q9NQC3,3429.962158,478.1114197,1904.388306,NA,NA,1187.974731,511.7228394,NA,1259.841431,NA,223.2958374,1525.244507,606.0181885,515.9395752,1469.072144,1.992964149,NA,2280.304932,NA,NA,1755.564331,NA,1,4531.27002,1,99.86672974,1977.919556,NA,NA,1984.465454
Q9NR45,2883.311279,NA,409.1917419,NA,NA,1126.667725,NA,NA,1868.661499,NA,NA,3018.777344,NA,NA,1978.079956,NA,NA,1386.418335,1461.382202,NA,555.882019,NA,NA,NA,234.4799652,2454.443359,2730.549316,NA,NA,962.0803833
Q9NRN5,3057.993164,2752.002197,5367.48584,3455.586426,8215.498047,5032.961426,3140.62085,5588.76123,7936.803711,8620.602539,21158.51953,19215.18359,2118.611084,4933.240723,11612.13281,7969.635742,7367.553711,27577.80078,7354.129883,10578.25586,3278.198242,5339.272461,5721.628906,11070.82324,2605.226563,8700.342773,12955.69824,5597.376953,4969.432617,15779.59473
