proteins;G_12;G_14;G_2;G_39;G_40;G_41;G_42;G_50;G_51;G_52;G_6;G_9;G_92;B_395;B_401;B_414;B_421;B_439;B_444;B_449;L_399;L_402;L_403;L_406;L_420;L_431;L_432;L_433;L_434;L_437;L_441
P10599;24371.49414;17592.06641;39647.91406;32457.89648;35546.28125;20112.19922;26189.31641;57627.63672;47964.13672;64287.82422;47095.1875;301242.3125;14240.00098;58929.55078;497070.8438;13903.34082;219782.4844;6494.774414;53510.13672;18713.54297;10175.09277;9512.862305;10186.85059;13576.28516;7617.602051;9141.813477;23400.66602;10822.19336;6580.639648;21566.97461;13443.21191
P10643;447432.875;364042.125;502082.9375;376479.125;458740.9688;336904.7188;485781.625;640653.75;310093.125;898898.0625;645236.8125;480005.1563;416196.1875;242820.3125;317222.9375;580953.3125;392314.4063;109374.2969;431583.2188;480899.75;592061.25;479026.3438;545082.6875;639452.625;471205.5;574827.125;430901.375;261180.9375;456078.2813;333074.9375;474805.125
P10645;15100.03613;4398.041992;17565.6543;2354.182373;24925.11719;5017.289551;6162.282715;36914.68359;22791.75781;240124.6563;;37639.60938;6627.161621;;;6081.086914;;3185.775635;6391.555176;;7109.912109;7547.287109;1764.945557;22820.50781;5180.902344;4577.723145;10811.85156;3604.767578;6553.258789;5781.233887;2014.370239
P10909;1004598.563;419345.8438;512205.7188;386383.0625;382431.8125;406172.1875;395767.3125;501328.8125;514792.2813;542224.9375;342224.125;783150.5;513619.6563;582608.625;1416479.375;821439.125;902074.875;595754.25;1004970.25;382276.3438;1392335.875;842836.5625;580743.3125;789173.5625;868848.5625;734382.8125;536208.125;668563.5625;409532.8438;1079346;619838.375
P10914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P10915;40241.46094;38316.46875;32903.67188;67260.28125;62670.95313;56791.05859;58351.69531;83539.16406;40549.12891;22827.41992;375305.7813;131601.9063;39865.82813;32360.48242;115927.5;18236.25;31601.17383;7283.875;37480.02344;44665.23828;55300.90234;16274.47852;17672.22461;8464.09082;15310.39355;14318.5918;7072.757324;34840.33203;15310.84863;19763.04688;23139.66797
P11021;282826.4063;122821.2109;436245.2813;153169.75;78838.58594;237133.8906;103842.2578;218835.5469;63601.80469;191670.3906;985943.9375;759598.375;116380.4609;950386.8125;4637438;143982.5781;3666043.5;139063.1719;922402.125;172152.7969;74963.91406;76338.03125;103293.3828;128262.2813;61148.5625;97683.04688;219137.8438;43825.86719;34578.07813;211505.2813;56013.66016
P11047;5774.345215;3799.38208;20350.70313;6973.14502;6003.343262;12882.72852;6779.789063;12850.4248;1424.736206;12037.80762;43544.4375;53279.09375;3963.631104;;;2162.865234;;7570.832031;4627.342773;11271.5;3778.646729;2205.559326;3168.212158;5555.585449;1521.77478;3110.008545;1889.318359;2499.891602;7883.290527;2582.381592;3753.098877
P11142;132005.1875;66756.23438;152239.125;103052.625;100338.4531;98800.20313;68469.875;98850.83594;96452.32031;97916.89844;175407.6406;226695.2344;65288.14063;229293.75;1279405.125;70765.21875;812124.125;48467.82031;257476.6406;79947.0625;75575.83594;61223.48047;68325.38281;66604.02344;63331.07031;69325.55469;86529.8125;71447.33594;44864.76563;98292.03125;49913.35938
P11226;12646.99902;15667.24805;13108.00195;14927.56934;9223.34082;22325.40625;4506.627441;61378.39063;27535.23438;22159.15625;36495.41797;43036.86328;12696.52539;31119.77148;70461.76563;19668.38672;19474.38672;11066.46582;31559.9043;5429.413086;14330.9082;3026.756836;10182.1416;7067.14209;2198.883789;25268.91406;35984.76172;4912.880371;4136.672852;26293.42969;17089.08203
P11684;8690.68457;;15980.1582;10148.02441;57705.71484;4448.658691;42919.97656;78196.80469;6008.537109;59057.60156;87054.97656;93080.3125;24401.97266;;;3873.229248;;5476.146973;;7364.909668;3599.828125;5428.861328;19228.82031;6753.658203;7821.759277;5378.108887;12778.46973;1387.450806;2757.864258;4607.052246;
P12109;48738.03906;28691.77344;97518.09375;32910.03906;32273.31055;70041.84375;55864.79297;54383.91797;28887.98438;29230.18164;165682.4063;317321.7188;20376.89844;19830.93164;105677.1953;40720.01563;50024.90234;39418.10547;66942.27344;54568.82422;74801.11719;35688;100348.6094;94687.51563;35137.24219;61631.10938;32847.04297;50297.01563;155282.9688;50081.96094;37306.96875
P12110;34536.01563;4478.565918;71395.54688;5621.330078;177265.2813;67890.375;30904.61719;26824.98047;23845.51367;40010.25781;138523.0938;194051.3438;4893.345215;11330.98633;17442.91211;8362.779297;;7461.226563;22765.48047;20149.41602;23426.92188;8459.560547;28455.66602;25588.87695;5374.92627;14817.41602;11197.36426;30299.63672;26710.20508;17316.58594;26152.20117
P12111;166210.75;226286.8594;213736.7031;164560.2188;390909.2188;258451.25;141404.9531;154164.2031;175210;290581.0313;215978.2188;354922.125;99788.71094;166244.8438;344638.5938;370888.8438;279569.625;243038.0625;401219.5313;453125.4375;169579.5781;140593.9688;350052.875;365817.2188;143661.0781;163419.3906;203789.3281;206007.7188;395564.625;206957.3438;115876
P12259;17603.67188;8473.87793;21783.8457;7140.678711;5572.45459;9163.744141;5583.716797;4061.000488;5911.612793;7105.943848;;8805.620117;4043.37207;;16244.94336;45779.80469;16430.85742;31247.65625;29000.68359;35220.30078;17454.4707;14896.14258;18151.56445;19104.09766;14523.29492;13421.02441;26915.70508;7015.186523;15300.32715;7543.382813;4492.549316
P12273;;;;1854.441528;;;;3765.495117;;26434.8418;19220.17578;;;18484.86523;614574.4375;;122052.3594;;15197.13281;;;2457.165527;;;2718.561035;;;;;;
P12429;6146.925781;3786.286621;24206.17773;7604.818359;6536.085938;6249.952637;8287.217773;9077.602539;4994.22998;4671.937012;59710.33594;40522.93359;1735.285522;18115.5957;293271.2188;1110.255859;139701.375;1661.27002;21227.99023;2695.644043;;2291.401855;3000.776611;1452.144775;1668.686279;3487.177246;7332.940918;2438.796631;2363.888916;7192.67041;4840.554199
P12830;3919.377197;2598.890625;14410.27441;2615.338867;3346.896973;3288.608398;2798.922363;5997.708008;2081.716064;29301.42578;;;3733.506592;6499.875488;;2235.404785;;3469.084229;5676.774902;4146.622559;5298.422852;1977.953979;4064.734863;3330.478027;2224.830078;2662.806396;7105.754883;2870.087158;2430.296387;3291.495117;4239.822754
P12883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P12955;39097.1875;69990.82031;46801.28906;62190.30859;35134.27344;38626.26563;103200.375;67812.71094;58733.39844;105593.5703;132653.6719;135289.3594;40410.60156;47228.5625;80861.34375;37495.88281;72635.66406;32808.12891;37015.25781;51089.96484;29827.41406;27394.45313;46728.17969;27763.70898;25752.25781;46697.11328;28215.37695;49250.32031;27928.74219;37538.03906;29675.27344
P13473;38354.22266;45719.32031;76109.9375;28141.87695;52119.06641;38116.82422;57613.4375;50998.1875;35524.67969;86948.54688;202360.8906;214415.4531;32373.85156;88322.17969;1039615.5;71880.50781;409113.2813;65815.36719;111085.0547;74152.74219;39216.07422;104407.8672;86255.67188;58628.48047;90719.25;60269.25391;80362.50781;62342.21094;53875.92969;49438.17188;47971.82813
P13489;20913.39648;8073.025879;16803.76758;19296.32031;25169.33594;4530.952148;7906.761719;4195.366211;14391.98242;37159.10938;;9021.044922;6917.739746;18902.71094;31141.67188;3939.594727;39373.64063;4579.355469;17907.91211;6422.327637;6665.685059;9149.216797;7807.075195;12308.90625;9724.623047;21045.33594;3485.635742;16971.04883;9835.250977;17994.99805;10894.30273
P13591;6111.812012;;12388.66211;;;;14035.10352;4076.403809;8135.676758;10148.11816;;;;;;11843.67773;;8504.881836;;6274.03125;;;6467.106445;6055.352051;4164.117676;16150.24609;;;5995.542969;9265.436523;6111.230469
P13598;24672.99023;25279.43359;20959.39453;22015.14844;19378.64648;24233.08008;17484.03711;18332.62695;28774.64063;23426.19922;;;20932.55273;21940.66211;;21667.47656;;18542.45703;28999.70508;26426.94922;17522.94727;23606.61328;22761.87305;21699.07031;25655.48828;24103.79297;24289.89063;13106.96875;9411.754883;23503.58789;27322.44922
P13611;345406.7813;191676.4688;214504.6719;359033.9688;424464.7188;342180.9375;363517.75;250664.2031;365797.875;191904.3594;395330.875;832708;125041.4531;256869.3906;805087.75;249846.1563;420245.8125;192181.4063;556603.5625;249536.5625;172905.5938;281291;254002.25;134552.3438;257054.6406;285550.1563;244728.6563;318302.0313;367747.0313;156528.8438;255670.4219
P13640;;;;10816.77637;;;;2561.490723;;;;;;;;;;;;;;;;;;;;;;;
P13645;11335.4541;8232.982422;247812.125;104089.4766;87505.51563;73425.07031;9598.402344;557897;33420.99609;74885.04688;3216321.5;443691.5938;36682.47656;46692.54688;1044223.438;26121.70703;409704.6875;32439.98633;194935.5625;10578.82324;18178.22266;62106.60547;14747.90039;13917.69727;57559.91797;15393.66211;102545.6172;71854.42188;6225.092773;38167.375;35287.10547
P13646;;;;;1261.101318;;4520.978027;6365.992676;;2784.495361;31494.66016;;;;582784.6875;;;;13748.63281;;;;;;;5218.891602;;3748.146973;4571.256836;;
P13647;11139.87402;7544.97998;59635.14844;25411.94727;27042.15625;19439.15625;15981.30664;86981.11719;9348.84082;12754.30859;1149040.375;434581.5938;9779.011719;14859.46582;955675.625;21757.95508;203889.9844;6063.770996;69920.39844;4477.790039;5868.126465;17056.82031;15385.30957;4632.350586;17044.62891;6743.208008;66307.92188;27001.31641;19212.82031;9489.520508;10502.63672
P13671;470574.4063;720411.625;463126.1875;558939.5;352364.9688;437314.75;692074.25;502523.75;905674.25;370379.3125;288444.7188;514685.4063;672407.375;473181.4375;716903.1875;861158.4375;915938.9375;865296;954348.6875;668782.875;749792.5625;782169.875;861066.375;586010.625;786938.375;1089721.125;621031.625;701671.25;704402.25;873420.875;872565.75
P13716;3286.230957;3372.986328;;14595.10938;4751.122559;2130.0979;5470.048828;2127.857422;6602.633301;22207.07227;12207.09277;24666.14453;1881.162598;;;;6027.640137;;;;;1159.9104;4964.099609;3200.018555;;4177.478516;;6147.943359;703.6904907;902.2599487;6333.652832
P13796;48252.04688;44842.61719;94019.28125;45039.01563;53691.33203;40709.20313;55807.61328;65320.79688;38611.37109;40196.57813;198909.0469;123234.3438;35541.06641;68246.9375;257424.4063;32619.17969;215816.3438;38047.16797;91444.75781;39692.75781;32017.4082;32557.0957;58829.54688;47599.14063;33176.68359;29165.95117;32226.98438;30558.60938;31855.38867;34372.91406;35713.84375
P13797;19381.34961;12226.95117;28779.05469;16989.5293;15439.51367;14686.3457;11793.83203;21632.94531;19910.39258;15933.17383;50756.14063;30525.39844;8372.600586;32906.72656;162197.0156;7469.368164;101795.9453;16424.51172;31620.32422;12134.55371;9899.333008;11658.06934;7532.986328;11851.80371;11319.7666;9970.678711;8793.294922;8321.748047;10920.23535;23484.66016;17304.86523
P13929;;;;1983.471191;;22159.9043;;;;2320.185547;3389.470703;15348.84961;5156.91748;;;;;;;;;;;;;;;;;;
P13942;10608.60938;12191.35156;14080.99121;;5258.686523;10564.36133;4427.412598;;4687.01709;3658.645996;49037.17188;43053.78906;5044.847656;;20653.33984;14293.23828;;4431.29834;27353.60352;10030.1123;5169.714844;8819.839844;10567.14648;5056.273926;10760.03809;6719.027344;;5009.128906;2858.700684;11859.44629;3035.408447
P13987;14111.63477;32217.87109;28703.42773;16937.29102;36928.77734;17777.6582;39085.14453;35655.03516;21145.75586;103675.3984;57960.10156;128313.5703;16677.32813;17086.46289;44937.9375;14211.31348;49093.29688;6327.203125;18070.28125;11673.7373;32250.89453;7450.738281;26557.88281;10673.82031;5199.066406;10549.54395;28752.22656;18169.55078;17481.75586;83142.85938;11074.12598
P14151;80868.80469;45564.45703;46334.97266;71964.71875;61874.79688;72294.50781;41910.03906;38395.46875;74350.125;45633.66406;81519.83594;76068.08594;60710.94141;58908.44141;219435.2188;87123.64063;94166.60938;77745.49219;64222.10547;65750.01563;54355.0625;71159.1875;83784.96094;62701.14063;69952.66406;104574.5781;65444.19922;53843.96094;63621.60547;97828.41406;63752.42188
P14174;12942.14063;11189.44238;28709.38281;42612.19531;71385.45313;23576.95117;42677.95703;15142.21191;40253.95703;89288.35156;161189;375031.7813;11837.32617;7054.041504;;5453.178223;;6670.010254;17640.9707;5692.714355;5635.878418;8278.364258;24539.61523;13150.14844;7281.01416;18813.83594;9775.097656;14985.0459;15564.15234;14477.1543;13887.94434
P14207;41255.17969;27803.13867;37893.98828;22593.00586;25214.87695;36838.70313;50321.58203;9199.46582;26490.53516;32948.26563;28452.74023;58599.83594;26021.99414;21484.77734;25173.40625;20897.44336;59184.9375;17030.60352;22740.10352;32497.44922;28416.64844;32779.46094;37791.52344;37523.86328;32100.5918;38464.41406;43825.48047;33910.96875;15984.37012;28612.79297;23228.5918
P14550;8518.018555;2028.080078;;7486.527344;9121.561523;4968.815918;;3993.611572;10170.38965;16069.61133;;60200.55859;3967.521484;4094.724121;;;;1947.990479;4847.144043;;;2247.248779;3494.315918;3381.643311;2222.126465;4547.886719;;1989.100708;2554.950928;3090.969482;
P14555;10271.89063;31290.9375;27971.25391;26713.99023;87368.53906;26208.80273;73625.20313;25024.05859;45072.30859;10876.05273;26689.23047;39018.50781;10652.50781;;16625.02734;8376.345703;;5364.423828;6374.539551;4065.661865;5069.35791;2591.9375;5437.51123;1810.371582;2896.68335;3326.595947;6824.41748;4297.59082;6624.007813;17873.56445;10811.44531
P14618;62212.70313;19248.31836;42775.10938;39751.02734;72233.15625;33452.25391;22398.69336;11030.91211;46784.98438;76538.34375;57919.57031;87530.85156;20815.17383;39165.76172;88197.67188;22168.93359;89217.07813;14501.82422;50411.95313;7440.183594;27731.20117;50917.50781;37786.50781;50666.85547;45645.41406;74642.5;12540.44922;43310.58984;38537.30859;60617.74609;39091.70313
P14625;6496.778809;4037.470215;5949.650391;4597.327148;4977.862305;;5872.862305;;2937.206055;9197.796875;;;2893.988525;7641.650391;12074.74707;3009.99292;;3957.457031;17155.33203;4429.996094;6109.040527;2566.102295;2992.693604;7227.336914;6635.164063;12335.55957;5045.639648;12291.34766;4995.441895;7963.179688;6619.387207
P14649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P15085;;;;;;;;39943.89453;;;;;;;;;;;;;;;;;;;;;;;
P15090;369109.8125;729686.625;232044.875;923329.6875;1201162;403086.9688;210466.5156;812132.0625;355753.25;2752816;1749769.125;8488310;147377.2969;408265.4688;1141644.875;104012.6719;555935.9375;59928.33203;270185.875;52494.35547;74983.46094;55258.57031;44777.55469;56118.54688;101437.6016;92132.21875;104993.8672;76382.21094;70082.26563;67000.95313;55519.76953
P15104;14437.26953;2323.025635;;10131.16406;23047.16016;21522.10352;16566.93359;33214.54688;37196.64063;32268.6543;59069.00781;74154.24219;99718.89063;;;18658.53906;;;;;;7976.292969;;52043.51172;8250.275391;83738.90625;208594.3594;146370.3594;;10951.65918;
P15144;15778.24805;8965.726563;7958.204102;18424.23633;14541.80957;16943.55273;16421.42188;14830.62598;12306.0166;16980.30078;31749.77539;39186.85156;12009.01465;7920.983887;44916.45703;12204.04883;11614.12109;13253.46875;5680.670898;13292.49316;5587.308594;8306.289063;17544.92188;13324.18848;7295.001953;10131.57129;10782.60059;17892.33789;14072.91992;9186.654297;11570.15137
P15151;10398.32422;12535.77441;6882.808594;11661.21484;16129.92285;11974.75;4210.168945;10731.09961;11474.1416;10771.82422;11032.67578;12365.91797;8803.049805;7189.433594;;8323.539063;;7785.947266;9785.167969;10163.11426;9918.811523;7867.789551;9371.195313;11951.2041;7366.924316;8755.996094;11283.125;5895.099121;7361.971191;9028.996094;4398.280762
P15169;47151.98438;78103.40625;74735.39844;103498.5781;159880.1406;87062.4375;55584.375;121155.0625;81090.89063;41670.67188;185141.3438;52812.30469;83283.96094;133633.5781;130084.8438;237502.8906;205713.2031;296278.625;233560.7656;190200.4375;152628.5938;228833.5313;211903.6406;194866.4219;219466.5469;182756.3438;100720.1797;119708.1016;99418.94531;148585.5156;146565.0781
P15311;5670.626953;;;4383.549805;5192.595703;2932.489014;4375.79834;1837.574463;4386.844727;9533.767578;;;4733.514648;;;;;2109.201904;;4721.181641;;3457.830322;5563.38916;8410.59082;5986.00293;5096.300293;2673.815674;;4066.03418;3486.071289;
P15516;;;;;8789.248047;;9285.344727;11330.49414;;;17988.07422;;;;76210.48438;;893107.3125;;;;;;;;;;;;;;
P15531;27349.92773;14900.04785;40117.61719;25401.92383;22354.72266;22109.36914;24540.73828;32280.66211;20498.71875;28955.92773;106657.2188;96540.02344;15176.18164;52638.72656;275392.25;6678.280273;193556.75;10968.76367;54164.16406;10476.01855;11408.08398;10284.19043;12336.13281;11084.25195;9070.780273;9159.100586;12643.4707;15577.7832;11875.22168;18878.17969;17510.96094
P15586;54234.47266;26259.92578;120844.0391;29815.49219;39241.22656;32367.25195;33256.61719;87244.89844;37425.0625;29391.15625;185971.9531;216874.8281;29628.1582;125808.75;1164807;20806.70508;729912.1875;23529.43359;151962.9688;22092.43945;38325.67188;17970.9043;24159.11328;25425.54883;20663.99219;30174.32422;29427.56641;26066.20313;16891.63672;44425.30078;25694.47266
P15822;;152256.5469;;159325.375;;;;;122597.7734;;;;2771.489502;;;;;121415.3828;;192791.9688;45260.06641;;;6077.926758;;;;116203.6484;142519.9375;;12796.2002
P15848;133482.4844;174871.5938;198407.2813;120257.1563;67395.70313;125199.125;152617.9375;93919.60938;125041.7734;153497.8438;286205.8125;422193.9688;161728.7656;360244.3438;580178.6875;117540.8594;445816.6563;261002.9844;568317.9375;124555.8906;220452.1406;179542.6563;151020.7969;184262.25;205624.6719;186476.6406;261425.9844;111122.0703;194209.9063;328412.4375;117807.3438
P15924;2033.089722;;11299.62988;5452.983887;3673.07959;;;14222.13574;;;153390.2969;109389.5859;;;83573.48438;;33504.14453;3397.266602;13357.39941;;;4561.568359;;;2452.633301;;11075.55371;;;;
P16035;17269.38672;9187.803711;48288.89063;11264.59277;10172.22852;16071.72852;21355.33594;38016.25;11581.31641;10035.58594;22179.7168;32746.45898;11554.69922;18678.50195;43978.51953;21121.26563;25586.96875;18063.77344;41410.05469;22349.05273;31527.98242;16029.10547;32080.76367;21839.80664;17491.51367;29046.20313;27420.09375;28954.84766;19394.41016;24625.57422;18604.30078
P16070;176122.4375;166025.1563;131039.6563;191032.3125;246945.6094;111806.5313;146683.8438;138935.875;248048.6094;213002.6406;228482.5938;326047.7188;110568.4219;148415.2969;362307.7813;147588.8125;110619.2578;118291.6406;173671.5156;106789.2109;92410.88281;81132.85156;149603.6563;155256.9219;88722.73438;84077.59375;113246.9844;66778.125;90977.125;75918.23438;67320.39063
P16112;4106703.75;1703769.5;1574457.125;4836989;2242328.75;1737467;3941295.75;4080137.75;1725644.25;1888192.25;1976382.25;2057549.25;970740.375;1128929.5;2911630.25;358657.3438;1165852.375;229198.375;1097336;602036.0625;259491.25;260336.2031;309582.4688;135359.2188;265497.7188;379683.5;221224.625;305628.5625;443924.625;311041.3125;280947
P16930;22432.42188;26602.35742;25022.11328;65051.98828;35599.63672;17428.28125;23051.64258;21782.33398;20342.21289;123417.3984;115999.4375;349666.0625;16068.96289;14050.8125;52698.25;2806.880371;32121.86719;8900.069336;14845.08398;6490.291016;5568.287109;4944.964355;9251.132813;9413.516602;4896.652344;8628.172852;8797.617188;13468.96094;9363.09668;9172.146484;13944.54199
